algorithm,episodes,avg_episode_length,avg_routed_rate,avg_finished_rate,avg_green_ratio,avg_waste_ratio,avg_green_used_wh,avg_brown_used_wh,avg_total_energy_wh,avg_carbon_kg,avg_carbon_intensity,avg_carbon_per_cloudlet_g
Round-Robin,1,10000.0,100.0,23.868000000000002,33.413220112399024,55.61171982948957,5441.534280385356,10844.038502125673,16285.57278251103,6.905969338615547,0.4240544333836279,0.28934009295355906
PSO,1,10000.0,100.0,22.987,33.41266296217439,55.617978404589174,5440.767045186787,10842.781055562136,16283.548100748923,6.904490066823963,0.42401631536964646,0.3003649918138062
GA,1,10000.0,100.0,14.649000000000001,33.47902463668075,55.870849451852024,5409.767725841421,10748.910086756196,16158.677812597616,6.848711052337734,0.42384105505206293,0.46752072171054226
PPO_PS,1,10000.0,100.0,10.234,33.60542339393591,55.917162626628134,5404.09021981487,10676.915981077205,16081.006200892076,6.797968985390954,0.42273281288914893,0.6642533696883871
GTrXL,1,10000.0,100.0,10.512,33.597234385956085,55.998509818768405,5394.117913319887,10661.125953939234,16055.24386725912,6.789610433221131,0.4228905203406433,0.6458914034647194
