step,defers,green_w_dc0,green_w_dc1,green_w_dc2,green_w_dc3,green_w_dc4,power_w_dc0,power_w_dc1,power_w_dc2,power_w_dc3,power_w_dc4,greenratio_dc0,greenratio_dc1,greenratio_dc2,greenratio_dc3,greenratio_dc4,waste_wh_dc0,waste_wh_dc1,waste_wh_dc2,waste_wh_dc3,waste_wh_dc4,queue_dc0,queue_dc1,queue_dc2,queue_dc3,queue_dc4,util_dc0,util_dc1,util_dc2,util_dc3,util_dc4,routed_dc0,routed_dc1,routed_dc2,routed_dc3,routed_dc4
14,0,1623.1466064453125,462.3399963378906,487.82666015625,0.0,0.0,276.8125,214.5625,139.96531677246094,27.233125686645508,25.1875,1.0,0.9637241363525391,1.0,0.0,0.0,6.227687835693359,2.4090466499328613,1.1054002046585083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019375000149011612,0.014843749813735485,0.008124999701976776,0.0015625000232830644,0.0020833334419876337,44,41,43,0,0
15,0,1916.0400390625,796.0466918945312,501.7348327636719,0.0,0.0,285.125,219.3125,147.56468200683594,27.233125686645508,25.1875,1.0,0.9682857394218445,1.0,0.0,0.0,6.68071985244751,2.5692505836486816,1.2037807703018188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023749999701976776,0.01796874962747097,0.011874999850988388,0.0015625000232830644,0.0020833334419876337,44,41,43,0,0
16,0,1912.873291015625,642.239990234375,515.6429443359375,0.0,0.0,291.0625,222.875,148.8312530517578,27.233125686645508,25.1875,1.0,0.9718793034553528,1.0,0.0,0.0,7.131222724914551,2.6857409477233887,1.3056730031967163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026875000447034836,0.02031249925494194,0.012500000186264515,0.0015625000232830644,0.0020833334419876337,43,42,43,0,0
17,0,1873.4932861328125,703.2533569335938,529.5510864257812,0.0,0.0,293.4375,222.875,152.6309356689453,27.233125686645508,25.1875,1.0,0.9747413396835327,1.0,0.0,0.0,7.570127487182617,2.8191792964935303,1.4103729724884033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02812499925494194,0.02031249925494194,0.014375000260770321,0.0015625000232830644,0.0020833334419876337,43,42,43,0,0
18,0,1791.63330078125,881.1599731445312,543.4592895507812,0.0,0.0,294.625,222.875,155.1640625,27.233125686645508,25.1875,1.0,0.9770746827125549,1.0,0.0,0.0,7.985962867736816,3.0020363330841064,1.518232822418213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028750000521540642,0.02031249925494194,0.015625,0.0015625000232830644,0.0020833334419876337,43,42,43,0,0
19,0,1777.306640625,792.9733276367188,557.3673706054688,0.0,0.0,299.375,222.875,155.1640625,27.233125686645508,25.1875,1.0,0.9790133237838745,1.0,0.0,0.0,8.396499633789062,3.1603970527648926,1.6299558877944946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.02031249925494194,0.015625,0.0015625000232830644,0.0020833334419876337,43,42,43,0,0
20,0,1684.473388671875,559.0933227539062,571.2755126953125,0.0,0.0,299.375,222.875,155.1640625,27.233125686645508,25.1875,1.0,0.9806497097015381,1.0,0.0,0.0,8.781249046325684,3.253790855407715,1.7455424070358276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.02031249925494194,0.015625,0.0015625000232830644,0.0020833334419876337,43,42,43,0,0
21,0,1304.086669921875,556.606689453125,585.1837158203125,0.0,0.0,301.75,224.0625,156.4306182861328,27.233125686645508,25.1875,1.0,0.9820562601089478,1.0,0.0,0.0,9.059676170349121,3.3461644649505615,1.8646405935287476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032499998807907104,0.02109375037252903,0.016249999403953552,0.0015625000232830644,0.0020833334419876337,43,42,43,0,0
22,0,979.0399780273438,617.9533081054688,599.0918579101562,0.0,0.0,305.3125,224.0625,158.9637451171875,27.233125686645508,25.1875,1.0,0.983272135257721,1.0,0.0,0.0,9.246822357177734,3.455578565597534,1.9868983030319214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03437500074505806,0.02109375037252903,0.017500000074505806,0.0015625000232830644,0.0020833334419876337,43,42,43,0,0
23,0,760.9400024414062,694.9533081054688,613.0,0.0,0.0,306.5,227.625,161.4968719482422,27.233125686645508,25.1875,1.0,0.9843495488166809,1.0,0.0,0.0,9.373055458068848,3.5853919982910156,2.1123158931732178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03500000014901161,0.0234375,0.01875000074505806,0.0015625000232830644,0.0020833334419876337,43,42,43,0,0
24,0,682.3200073242188,630.2000122070312,363.76666259765625,0.0,0.0,310.0625,227.625,164.02999877929688,27.233125686645508,25.1875,1.0,0.9852965474128723,1.0,0.0,0.0,9.476460456848145,3.697218179702759,2.1677982807159424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03687499836087227,0.0234375,0.019999999552965164,0.0015625000232830644,0.0020833334419876337,43,42,43,0,0
25,0,453.7866516113281,614.9066772460938,319.76666259765625,0.0,0.0,312.4375,230.0,166.56312561035156,27.233125686645508,25.1875,1.0,0.9861437082290649,1.0,0.0,0.0,9.515724182128906,3.8041367530822754,2.210354804992676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03812500089406967,0.02500000037252903,0.021250000223517418,0.0015625000232830644,0.0020833334419876337,43,42,43,0,0
26,0,456.2733459472656,585.0066528320312,506.9866638183594,0.0,0.0,314.8125,232.375,170.36280822753906,27.233125686645508,25.1875,1.0,0.9869059920310974,1.0,0.0,0.0,9.55501937866211,3.902090072631836,2.303861379623413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039374999701976776,0.02656250074505806,0.023125000298023224,0.0015625000232830644,0.0020833334419876337,43,42,43,0,0
27,0,517.780029296875,696.3333129882812,522.086669921875,0.0,0.0,316.0,230.0,170.36280822753906,27.233125686645508,25.1875,1.0,0.9875820875167847,1.0,0.0,0.0,9.611068725585938,4.031627178192139,2.401562452316284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03999999910593033,0.02500000037252903,0.023125000298023224,0.0015625000232830644,0.0020833334419876337,43,42,43,0,0
28,0,521.4533081054688,772.9199829101562,424.6199951171875,0.0,0.0,319.5625,231.1875,174.16250610351562,27.233125686645508,25.1875,1.0,0.9881948232650757,1.0,0.0,0.0,9.667149543762207,4.182108402252197,2.4711339473724365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041875001043081284,0.02578124962747097,0.02500000037252903,0.0015625000232830644,0.0020833334419876337,43,42,43,0,0
29,0,361.5,849.2266845703125,429.3066711425781,0.0,0.0,323.125,231.1875,174.16250610351562,27.233125686645508,25.1875,1.0,0.9887499213218689,1.0,0.0,0.0,9.677809715270996,4.353785991668701,2.5420074462890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04374999925494194,0.02578124962747097,0.02500000037252903,0.0015625000232830644,0.0020833334419876337,43,42,43,0,0
30,0,199.36666870117188,669.393310546875,357.17999267578125,0.0,0.0,327.875,231.1875,174.16250610351562,27.233125686645508,25.1875,0.9810980558395386,0.9892551898956299,1.0,0.0,0.0,9.677809715270996,4.4755096435546875,2.5928456783294678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04625000059604645,0.02578124962747097,0.02500000037252903,0.0015625000232830644,0.0020833334419876337,42,43,43,0,0
31,0,198.44667053222656,778.3800048828125,223.89999389648438,0.0,0.0,327.875,228.8125,176.69561767578125,27.233125686645508,25.1875,0.9638062715530396,0.9897124767303467,1.0,0.0,0.0,9.677809715270996,4.628167152404785,2.6059579849243164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04625000059604645,0.02421874925494194,0.026249999180436134,0.0015625000232830644,0.0020833334419876337,41,43,44,0,0
32,0,254.02000427246094,594.8333129882812,177.80667114257812,0.0,0.0,327.875,228.8125,179.22874450683594,27.233125686645508,25.1875,0.9554907083511353,0.9901323914527893,0.9996505975723267,0.0,0.0,9.677809715270996,4.72983980178833,2.6059579849243164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04625000059604645,0.02421874925494194,0.027499999850988388,0.0015625000232830644,0.0020833334419876337,41,43,44,0,0
33,0,396.3066711425781,659.2866821289062,168.9600067138672,0.0,0.0,327.875,231.1875,183.0284423828125,27.233125686645508,25.1875,0.9573659300804138,0.9905232191085815,0.9963575601577759,0.0,0.0,9.696818351745605,4.848756313323975,2.6059579849243164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04625000059604645,0.02578124962747097,0.029374999925494194,0.0015625000232830644,0.0020833334419876337,41,43,44,0,0
34,0,724.8133544921875,803.586669921875,132.13333129882812,0.0,0.0,325.5,231.1875,185.5615692138672,27.233125686645508,25.1875,0.9590775370597839,0.9908843040466309,0.9844719171524048,0.0,0.0,9.807738304138184,5.007756233215332,2.6059579849243164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04500000178813934,0.02578124962747097,0.030625000596046448,0.0015625000232830644,0.0020833334419876337,41,44,43,0,0
35,0,517.2000122070312,551.9400024414062,146.24667358398438,0.0,0.0,325.5,231.1875,188.0946807861328,27.233125686645508,25.1875,0.960657000541687,0.9912188649177551,0.976057767868042,0.0,0.0,9.86098861694336,5.096853733062744,2.6059579849243164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04500000178813934,0.02578124962747097,0.03187499940395355,0.0015625000232830644,0.0020833334419876337,42,43,43,0,0
36,0,663.7333374023438,619.6666870117188,161.35333251953125,0.0,0.0,325.5,232.375,191.89437866210938,27.233125686645508,25.1875,0.9621191024780273,0.9915313124656677,0.9706727862358093,0.0,0.0,9.95494270324707,5.204434871673584,2.6059579849243164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04500000178813934,0.02656250074505806,0.03375000134110451,0.0015625000232830644,0.0020833334419876337,42,44,42,0,0
37,0,813.32666015625,481.6866760253906,182.64666748046875,0.0,0.0,323.125,232.375,191.89437866210938,27.233125686645508,25.1875,0.9634668827056885,0.9918222427368164,0.969950258731842,0.0,0.0,10.091109275817871,5.273688316345215,2.6059579849243164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04374999925494194,0.02656250074505806,0.03375000134110451,0.0015625000232830644,0.0020833334419876337,42,44,42,0,0
38,0,674.0933227539062,544.2466430664062,193.8333282470703,0.0,0.0,323.125,234.75,191.89437866210938,27.233125686645508,25.1875,0.9647220373153687,0.9920965433120728,0.97105872631073,0.0,0.0,10.188600540161133,5.359659671783447,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04374999925494194,0.02812499925494194,0.03375000134110451,0.0015625000232830644,0.0020833334419876337,42,44,42,0,0
39,0,524.3800048828125,1075.893310546875,127.0999984741211,0.0,0.0,323.125,237.125,191.89437866210938,27.233125686645508,25.1875,0.9658938050270081,0.9923555850982666,0.9600759744644165,0.0,0.0,10.244504928588867,5.592650890350342,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04374999925494194,0.02968749962747097,0.03375000134110451,0.0015625000232830644,0.0020833334419876337,42,44,42,0,0
40,0,653.1666870117188,1195.219970703125,75.12000274658203,0.0,0.0,324.3125,240.6875,198.22718811035156,27.233125686645508,25.1875,0.9669941067695618,0.9926016926765442,0.9394772052764893,0.0,0.0,10.335853576660156,5.8577985763549805,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04437499865889549,0.03203124925494194,0.03687499836087227,0.0015625000232830644,0.0020833334419876337,43,44,41,0,0
41,0,634.1266479492188,1036.0,87.67333221435547,0.0,0.0,325.5,245.4375,199.49374389648438,27.233125686645508,25.1875,0.9680293202400208,0.9928368330001831,0.9222549200057983,0.0,0.0,10.42158317565918,6.077399253845215,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04500000178813934,0.03515625,0.03750000149011612,0.0015625000232830644,0.0020833334419876337,43,45,40,0,0
42,0,552.4199829101562,490.260009765625,109.35333251953125,0.0,0.0,323.125,246.625,199.49374389648438,27.233125686645508,25.1875,0.968994677066803,0.9930585622787476,0.9097982048988342,0.0,0.0,10.485276222229004,6.145075798034668,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04374999925494194,0.03593749925494194,0.03750000149011612,0.0015625000232830644,0.0020833334419876337,44,45,39,0,0
43,0,514.7733154296875,638.5333251953125,73.5199966430664,0.0,0.0,320.75,247.8125,199.49374389648438,27.233125686645508,25.1875,0.9698969721794128,0.9932678937911987,0.8923560976982117,0.0,0.0,10.53917121887207,6.2536091804504395,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042500000447034836,0.03671874850988388,0.03750000149011612,0.0015625000232830644,0.0020833334419876337,44,45,39,0,0
44,0,597.82666015625,1054.5533447265625,8.166666984558105,0.0,0.0,320.75,251.375,199.49374389648438,27.233125686645508,25.1875,0.970748245716095,0.9934677481651306,0.8657758831977844,0.0,0.0,10.616137504577637,6.476714134216309,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042500000447034836,0.0390625,0.03750000149011612,0.0015625000232830644,0.0020833334419876337,45,46,37,0,0
45,0,593.7333374023438,1074.4666748046875,0.0,0.0,0.0,320.75,251.375,199.49374389648438,27.233125686645508,25.1875,0.9715526700019836,0.9936560988426208,0.8395656943321228,0.0,0.0,10.69196605682373,6.705350875854492,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042500000447034836,0.0390625,0.03750000149011612,0.0015625000232830644,0.0020833334419876337,45,47,36,0,0
46,0,618.0999755859375,1009.8800048828125,0.0,0.0,0.0,324.3125,252.5625,202.02687072753906,27.233125686645508,25.1875,0.9723222851753235,0.9938346743583679,0.8145919442176819,0.0,0.0,10.77357292175293,6.915717124938965,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04437499865889549,0.03984374925494194,0.038750000298023224,0.0015625000232830644,0.0020833334419876337,46,47,35,0,0
47,0,676.586669921875,1045.6600341796875,0.0,0.0,0.0,324.3125,254.9375,199.49374389648438,27.233125686645508,25.1875,0.9730513691902161,0.994005024433136,0.7913476228713989,0.0,0.0,10.871427536010742,7.135362148284912,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04437499865889549,0.04140625149011612,0.03750000149011612,0.0015625000232830644,0.0020833334419876337,47,48,33,0,0
48,0,637.239990234375,1164.693359375,0.0,0.0,0.0,325.5,259.6875,200.76031494140625,27.233125686645508,25.1875,0.9737454652786255,0.9941691756248474,0.7692575454711914,0.0,0.0,10.958022117614746,7.386752605438232,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04500000178813934,0.04453124850988388,0.03812500089406967,0.0015625000232830644,0.0020833334419876337,47,49,32,0,0
49,0,655.806640625,1502.739990234375,0.0,0.0,0.0,321.9375,262.0625,200.76031494140625,27.233125686645508,25.1875,0.9743976593017578,0.9943259358406067,0.7483672499656677,0.0,0.0,11.050763130187988,7.731385231018066,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04312499985098839,0.04609375074505806,0.03812500089406967,0.0015625000232830644,0.0020833334419876337,48,49,31,0,0
50,0,587.8133544921875,1539.6666259765625,0.0,0.0,0.0,321.9375,263.25,200.76031494140625,27.233125686645508,25.1875,0.9750182628631592,0.9944751262664795,0.7285815477371216,0.0,0.0,11.124617576599121,8.085945129394531,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04312499985098839,0.046875,0.03812500089406967,0.0015625000232830644,0.0020833334419876337,48,50,30,0,0
51,0,614.0599975585938,1797.1866455078125,0.0,0.0,0.0,323.125,265.625,203.29344177246094,27.233125686645508,25.1875,0.9756116271018982,0.9946179389953613,0.7095845341682434,0.0,0.0,11.205432891845703,8.51137924194336,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04374999925494194,0.04843749850988388,0.039374999701976776,0.0015625000232830644,0.0020833334419876337,49,50,29,0,0
52,0,687.3400268554688,1789.63330078125,0.0,0.0,0.0,326.6875,268.0,207.09312438964844,27.233125686645508,25.1875,0.9761835336685181,0.9947547316551208,0.6912246942520142,0.0,0.0,11.305614471435547,8.93405532836914,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045625001192092896,0.05000000074505806,0.04125000163912773,0.0015625000232830644,0.0020833334419876337,49,51,28,0,0
53,0,741.2666625976562,1782.0799560546875,0.0,0.0,0.0,330.25,270.375,207.09312438964844,27.233125686645508,25.1875,0.9767350554466248,0.9948858022689819,0.6737909317016602,0.0,0.0,11.419785499572754,9.353973388671875,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04749999940395355,0.05156249925494194,0.04125000163912773,0.0015625000232830644,0.0020833334419876337,50,51,27,0,0
54,0,487.0666809082031,1774.526611328125,0.0,0.0,0.0,330.25,272.75,207.09312438964844,27.233125686645508,25.1875,0.9772616028785706,0.9950116276741028,0.6572149991989136,0.0,0.0,11.463345527648926,9.771133422851562,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04749999940395355,0.05312500149011612,0.04125000163912773,0.0015625000232830644,0.0020833334419876337,50,52,26,0,0
55,0,664.2533569335938,1766.973388671875,0.0,0.0,0.0,331.4375,273.9375,210.89280700683594,27.233125686645508,25.1875,0.9777666330337524,0.9951319098472595,0.641152560710907,0.0,0.0,11.555794715881348,10.18586540222168,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048124998807907104,0.05390625074505806,0.04312499985098839,0.0015625000232830644,0.0020833334419876337,51,52,25,0,0
56,0,462.4200134277344,1759.4200439453125,0.0,0.0,0.0,333.8125,277.5,210.89280700683594,27.233125686645508,25.1875,0.9782530665397644,0.9952479600906372,0.6258565783500671,0.0,0.0,11.59151840209961,10.59751033782959,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04937500134110451,0.05624999850988388,0.04312499985098839,0.0015625000232830644,0.0020833334419876337,51,53,24,0,0
57,0,760.17333984375,1751.86669921875,0.0,0.0,0.0,335.0,277.5,210.89280700683594,27.233125686645508,25.1875,0.9787203073501587,0.9953585863113403,0.6112733483314514,0.0,0.0,11.709622383117676,11.00705623626709,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.05624999850988388,0.04312499985098839,0.0015625000232830644,0.0020833334419876337,52,53,23,0,0
58,0,1094.9466552734375,1744.3133544921875,0.0,0.0,0.0,335.0,275.125,210.89280700683594,27.233125686645508,25.1875,0.9791678786277771,0.9954633712768555,0.5973543524742126,0.0,0.0,11.920719146728516,11.41516399383545,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0546875,0.04312499985098839,0.0015625000232830644,0.0020833334419876337,52,54,22,0,0
59,0,1141.393310546875,1736.760009765625,0.0,0.0,0.0,337.375,279.875,214.6925048828125,27.233125686645508,25.1875,0.9796000123023987,0.9955651760101318,0.5838208794593811,0.0,0.0,12.144057273864746,11.819854736328125,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051249999552965164,0.05781250074505806,0.04500000178813934,0.0015625000232830644,0.0020833334419876337,53,54,21,0,0
60,0,985.6266479492188,1437.11328125,0.0,0.0,0.0,339.75,281.0625,210.89280700683594,27.233125686645508,25.1875,0.9800174236297607,0.9956628680229187,0.5711109638214111,0.0,0.0,12.323467254638672,12.140979766845703,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05249999836087227,0.05859375,0.04312499985098839,0.0015625000232830644,0.0020833334419876337,53,55,20,0,0
61,0,455.20001220703125,1511.9466552734375,0.0,0.0,0.0,339.75,282.25,210.89280700683594,27.233125686645508,0.0,0.9804181456565857,0.9957568049430847,0.5589426755905151,0.0,0.0,12.355536460876465,12.482562065124512,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05249999836087227,0.05937499925494194,0.04312499985098839,0.0015625000232830644,0.0,54,55,19,0,0
62,0,301.2866516113281,1560.38671875,0.0,0.0,0.0,339.75,285.8125,210.89280700683594,27.233125686645508,0.0,0.9785776138305664,0.9958478212356567,0.5472820997238159,0.0,0.0,12.355536460876465,12.836610794067383,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05249999836087227,0.06171875074505806,0.04312499985098839,0.0015625000232830644,0.0,54,56,18,0,0
63,0,675.086669921875,1466.453369140625,0.0,0.0,0.0,337.375,285.8125,210.89280700683594,27.233125686645508,0.0,0.9789877533912659,0.9959350824356079,0.536098062992096,0.0,0.0,12.449345588684082,13.164566040039062,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051249999552965164,0.06171875074505806,0.04312499985098839,0.0015625000232830644,0.0,55,56,17,0,0
64,0,834.3666381835938,1357.93994140625,0.0,0.0,0.0,333.8125,285.8125,210.89280700683594,27.233125686645508,0.0,0.9793784618377686,0.9960187077522278,0.5253620147705078,0.0,0.0,12.588388442993164,13.462379455566406,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04937500134110451,0.06171875074505806,0.04312499985098839,0.0015625000232830644,0.0,55,56,17,0,0
65,0,1043.606689453125,1293.21337890625,0.0,0.0,0.0,333.8125,283.4375,210.89280700683594,27.233125686645508,0.0,0.9797548055648804,0.9960982799530029,0.515047550201416,0.0,0.0,12.785553932189941,13.742873191833496,2.606496572494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04937500134110451,0.06015624850988388,0.04312499985098839,0.0015625000232830644,0.0,55,57,16,0,0
