step,defers,green_w_dc0,green_w_dc1,green_w_dc2,green_w_dc3,green_w_dc4,power_w_dc0,power_w_dc1,power_w_dc2,power_w_dc3,power_w_dc4,greenratio_dc0,greenratio_dc1,greenratio_dc2,greenratio_dc3,greenratio_dc4,waste_wh_dc0,waste_wh_dc1,waste_wh_dc2,waste_wh_dc3,waste_wh_dc4,queue_dc0,queue_dc1,queue_dc2,queue_dc3,queue_dc4,util_dc0,util_dc1,util_dc2,util_dc3,util_dc4,routed_dc0,routed_dc1,routed_dc2,routed_dc3,routed_dc4
19,0,1400.973388671875,1485.306640625,445.0,0.0,0.0,299.375,227.625,150.09780883789062,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,8.148110389709473,7.056827068328857,1.3462214469909668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0234375,0.013124999590218067,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
20,0,1347.8133544921875,1452.0400390625,295.086669921875,0.0,0.0,299.375,227.625,150.09780883789062,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,8.439343452453613,7.396942138671875,1.3864961862564087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0234375,0.013124999590218067,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
21,0,1405.9932861328125,1455.4599609375,340.26666259765625,0.0,0.0,301.75,228.8125,151.3643798828125,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,8.746077537536621,7.737677574157715,1.4389690160751343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032499998807907104,0.02421874925494194,0.013749999925494194,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
22,0,1495.67333984375,1468.1466064453125,373.82666015625,0.0,0.0,305.3125,231.1875,151.3643798828125,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,9.076733589172363,8.081276893615723,1.5007641315460205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03437500074505806,0.02578124962747097,0.013749999925494194,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
23,0,1479.0533447265625,1384.913330078125,457.8599853515625,0.0,0.0,306.5,233.5625,155.1640625,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,9.402442932128906,8.401097297668457,1.5848463773727417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03500000014901161,0.02734375,0.015625,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
24,0,1412.9200439453125,1249.1666259765625,476.0666809082031,0.0,0.0,310.0625,235.9375,155.1640625,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,9.708791732788086,8.682549476623535,1.6739859580993652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03687499836087227,0.02890625037252903,0.015625,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
25,0,1520.5,1275.4599609375,472.2733459472656,0.0,0.0,312.4375,238.3125,157.6971893310547,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,10.044364929199219,8.970645904541016,1.7613681554794312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03812500089406967,0.03046875074505806,0.016875000670552254,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
26,0,1659.5733642578125,1149.1466064453125,288.61334228515625,0.0,0.0,314.8125,241.875,160.23031616210938,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,10.417909622192383,9.222665786743164,1.7970300912857056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039374999701976776,0.03281249850988388,0.018124999478459358,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
27,0,1634.43994140625,926.0,392.09332275390625,0.0,0.0,316.0,239.5,160.23031616210938,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,10.784143447875977,9.413360595703125,1.8614364862442017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03999999910593033,0.03125,0.018124999478459358,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
28,0,1726.0067138671875,992.0999755859375,426.2466735839844,0.0,0.0,319.5625,243.0625,161.4968719482422,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,11.174821853637695,9.621426582336426,1.9349781274795532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041875001043081284,0.03359375149011612,0.01875000074505806,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
29,0,1647.1466064453125,969.806640625,379.739990234375,0.0,0.0,323.125,243.0625,161.4968719482422,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,11.54260540008545,9.823299407958984,1.9956012964248657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04374999925494194,0.03359375149011612,0.01875000074505806,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
30,0,1687.56005859375,1116.3133544921875,293.0400085449219,0.0,0.0,327.875,243.0625,158.9637451171875,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,11.920295715332031,10.065869331359863,2.0328445434570312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04625000059604645,0.03359375149011612,0.017500000074505806,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
31,0,1599.699951171875,1028.3133544921875,342.73333740234375,0.0,0.0,327.875,245.4375,158.9637451171875,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,12.273580551147461,10.283334732055664,2.0838918685913086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04625000059604645,0.03515625,0.017500000074505806,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
32,0,1768.586669921875,849.9933471679688,521.2666625976562,0.0,0.0,330.25,245.4375,158.9637451171875,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,12.673118591308594,10.45126724243164,2.1845314502716064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04749999940395355,0.03515625,0.017500000074505806,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
33,0,1683.026611328125,964.0599975585938,529.7266845703125,0.0,0.0,332.625,247.8125,160.23031616210938,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,13.048230171203613,10.650224685668945,2.2871692180633545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04874999821186066,0.03671874850988388,0.018124999478459358,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
34,0,1751.046630859375,1152.32666015625,505.0799865722656,0.0,0.0,332.625,247.8125,160.23031616210938,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,13.442235946655273,10.90147876739502,2.382960796356201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04874999821186066,0.03671874850988388,0.018124999478459358,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
35,0,1700.8533935546875,942.5999755859375,498.5,0.0,0.0,335.0,247.8125,160.23031616210938,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,13.821640014648438,11.094474792480469,2.4769246578216553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.03671874850988388,0.018124999478459358,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
36,0,1823.199951171875,1131.38671875,563.9533081054688,0.0,0.0,336.1875,251.375,160.23031616210938,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,14.234699249267578,11.338922500610352,2.5890700817108154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05062500014901161,0.0390625,0.018124999478459358,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
37,0,1796.7532958984375,769.0133056640625,652.0,0.0,0.0,336.1875,249.0,160.23031616210938,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,14.640411376953125,11.483370780944824,2.725672721862793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05062500014901161,0.03750000149011612,0.018124999478459358,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
38,0,1795.2667236328125,768.7066650390625,710.6133422851562,0.0,0.0,338.5625,249.0,160.23031616210938,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,15.045051574707031,11.627734184265137,2.878556966781616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051874998956918716,0.03750000149011612,0.018124999478459358,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
39,0,1790.699951171875,997.086669921875,643.52001953125,0.0,0.0,340.9375,249.0,160.23031616210938,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,15.447763442993164,11.835536003112793,3.0128040313720703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05312500149011612,0.03750000149011612,0.018124999478459358,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
40,0,1798.9599609375,783.566650390625,576.4266967773438,0.0,0.0,344.5,254.9375,161.4968719482422,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,15.85177993774414,11.982377052307129,3.1280622482299805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054999999701976776,0.04140625149011612,0.01875000074505806,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
41,0,1676.67333984375,583.0333251953125,509.3333435058594,0.0,0.0,349.25,256.125,162.76344299316406,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,16.220508575439453,12.073184967041016,3.2243316173553467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057500001043081284,0.04218750074505806,0.019375000149011612,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
42,0,1666.760009765625,719.9533081054688,442.239990234375,0.0,0.0,348.0625,256.125,162.76344299316406,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,16.58681297302246,12.2020263671875,3.301964044570923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05687500163912773,0.04218750074505806,0.019375000149011612,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
43,0,1811.219970703125,564.7999877929688,375.14666748046875,0.0,0.0,346.875,256.125,162.76344299316406,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,16.993576049804688,12.287769317626953,3.36095929145813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05624999850988388,0.04218750074505806,0.019375000149011612,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
44,0,1736.8399658203125,653.4000244140625,507.3933410644531,0.0,0.0,350.4375,256.125,162.76344299316406,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,17.37868881225586,12.398123741149902,3.4566898345947266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058125000447034836,0.04218750074505806,0.019375000149011612,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
45,0,1504.6533203125,826.586669921875,508.8800048828125,0.0,0.0,350.4375,256.125,162.76344299316406,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,17.699304580688477,12.556585311889648,3.552833318710327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058125000447034836,0.04218750074505806,0.019375000149011612,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
46,0,1231.9866943359375,1103.546630859375,559.760009765625,0.0,0.0,351.625,259.6875,165.29656982421875,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,17.943849563598633,12.790990829467773,3.6624066829681396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05874999985098839,0.04453124850988388,0.020625000819563866,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
47,0,921.7733154296875,1074.1600341796875,596.9199829101562,0.0,0.0,354.0,257.3125,165.29656982421875,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,18.1015625,13.017892837524414,3.782301902770996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05999999865889549,0.04296875,0.020625000819563866,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
48,0,1249.5733642578125,944.0333251953125,637.2333374023438,0.0,0.0,358.75,258.5,166.56312561035156,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,18.349014282226562,13.208318710327148,3.913043737411499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.04374999925494194,0.021250000223517418,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
49,0,1128.8399658203125,1207.5533447265625,665.0133056640625,0.0,0.0,357.5625,258.5,166.56312561035156,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,18.563257217407227,13.471944808959961,4.051502227783203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06187500059604645,0.04374999925494194,0.021250000223517418,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
50,0,950.933349609375,1124.6600341796875,682.0333251953125,0.0,0.0,358.75,258.5,166.56312561035156,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,18.727752685546875,13.712544441223145,4.194688320159912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.04374999925494194,0.021250000223517418,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
51,0,1331.739990234375,1206.06005859375,519.9733276367188,0.0,0.0,361.125,259.6875,169.09625244140625,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,18.99736785888672,13.975425720214844,4.292154312133789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0637499988079071,0.04453124850988388,0.02250000089406967,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
52,0,1156.6866455078125,1003.780029296875,544.1266479492188,0.0,0.0,363.5,263.25,172.89593505859375,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,19.21769905090332,14.18112850189209,4.395273685455322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06499999761581421,0.046875,0.02437499910593033,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
53,0,1117.0933837890625,1105.2332763671875,652.4266967773438,0.0,0.0,365.875,266.8125,172.89593505859375,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,19.42637062072754,14.414023399353027,4.528476715087891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06624999642372131,0.04921875149011612,0.02437499910593033,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
54,0,1364.1866455078125,993.5333251953125,622.1133422851562,0.0,0.0,368.25,266.8125,172.89593505859375,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,19.703020095825195,14.615890502929688,4.65325927734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06750000268220901,0.04921875149011612,0.02437499910593033,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
55,0,1699.5733642578125,960.5599975585938,722.1266479492188,0.0,0.0,369.4375,268.0,176.69561767578125,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,20.07250213623047,14.808267593383789,4.804768085479736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06812500208616257,0.05000000074505806,0.026249999180436134,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
56,0,1682.526611328125,874.433349609375,721.93994140625,0.0,0.0,373.0,270.375,176.69561767578125,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,20.43625831604004,14.976061820983887,4.9562249183654785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07000000029802322,0.05156249925494194,0.026249999180436134,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
57,0,1371.373291015625,916.566650390625,721.7533569335938,0.0,0.0,373.0,271.5625,176.69561767578125,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,20.713584899902344,15.155229568481445,5.107629776000977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07000000029802322,0.05234374850988388,0.026249999180436134,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
58,0,1278.1600341796875,875.0066528320312,721.566650390625,0.0,0.0,373.0,269.1875,176.69561767578125,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,20.965017318725586,15.32351303100586,5.2589826583862305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07000000029802322,0.05078125,0.026249999180436134,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
59,0,1284.86669921875,1195.3466796875,697.7066650390625,0.0,0.0,377.75,271.5625,180.4953155517578,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,21.216995239257812,15.580119132995605,5.402652740478516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07249999791383743,0.05234374850988388,0.02812499925494194,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
60,0,1288.2332763671875,1205.546630859375,511.6199951171875,0.0,0.0,377.75,273.9375,179.22874450683594,27.233125686645508,25.1875,1.0,1.0,1.0,0.0,0.0,21.469907760620117,15.838899612426758,5.494983673095703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07249999791383743,0.05390625074505806,0.027499999850988388,0.0015625000232830644,0.0020833334419876337,43,43,42,0,0
61,0,1368.0999755859375,1249.800048828125,672.6333618164062,0.0,0.0,378.9375,271.5625,179.22874450683594,27.233125686645508,0.0,1.0,1.0,1.0,0.0,0.0,21.744674682617188,16.110631942749023,5.632040500640869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07312499731779099,0.05234374850988388,0.027499999850988388,0.0015625000232830644,0.0,43,43,42,0,0
62,0,946.4666748046875,1042.7467041015625,688.760009765625,0.0,0.0,382.5,271.5625,179.22874450683594,27.233125686645508,0.0,1.0,1.0,1.0,0.0,0.0,21.901330947875977,16.32485008239746,5.773576736450195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07500000298023224,0.05234374850988388,0.027499999850988388,0.0015625000232830644,0.0,43,43,42,0,0
63,0,1141.5733642578125,1157.6600341796875,700.7000122070312,0.0,0.0,380.125,273.9375,179.22874450683594,27.233125686645508,0.0,1.0,1.0,1.0,0.0,0.0,22.112844467163086,16.570327758789062,5.918429851531982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07374999672174454,0.05390625074505806,0.027499999850988388,0.0015625000232830644,0.0,43,43,42,0,0
64,0,1164.3199462890625,1326.606689453125,712.6400146484375,0.0,0.0,376.5625,273.9375,175.42906188964844,27.233125686645508,0.0,1.0,1.0,1.0,0.0,0.0,22.331666946411133,16.86273765563965,6.067655086517334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07187499850988388,0.05390625074505806,0.025624999776482582,0.0015625000232830644,0.0,43,43,42,0,0
65,0,999.47998046875,1359.8133544921875,711.996337890625,0.0,0.0,377.75,273.9375,175.42906188964844,27.233125686645508,0.0,1.0,1.0,1.0,0.0,0.0,22.504369735717773,17.164369583129883,6.216701507568359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07249999791383743,0.05390625074505806,0.025624999776482582,0.0015625000232830644,0.0,43,43,42,0,0
66,0,1241.6800537109375,975.893310546875,711.3526611328125,0.0,0.0,377.75,273.9375,175.42906188964844,27.233125686645508,0.0,1.0,1.0,1.0,0.0,0.0,22.74435043334961,17.359355926513672,6.365569114685059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07249999791383743,0.05390625074505806,0.025624999776482582,0.0015625000232830644,0.0,43,43,42,0,0
67,0,1404.4200439453125,934.6599731445312,710.7090454101562,0.0,0.0,380.125,272.75,175.42906188964844,27.233125686645508,0.0,1.0,1.0,1.0,0.0,0.0,23.02887725830078,17.54322052001953,6.51425838470459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07374999672174454,0.05312500149011612,0.025624999776482582,0.0015625000232830644,0.0,43,43,42,0,0
68,0,1398.199951171875,1252.17333984375,710.0654296875,0.0,0.0,382.5,273.9375,177.96218872070312,27.233125686645508,0.0,1.0,1.0,1.0,0.0,0.0,23.311016082763672,17.814952850341797,6.662064552307129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07500000298023224,0.05390625074505806,0.026875000447034836,0.0015625000232830644,0.0,43,43,42,0,0
