green_waste_wh,green_used_wh,brown_used_wh,total_energy_wh,green_ratio,total_carbon_kg,carbon_intensity,total_cloudlets,remaining_cloudlets,routed_cloudlets,deadline_forced_count,ontime_mi_share,total_finished_cloudlets,total_created_cloudlets,waste_ratio,routed_cloudlets_count,routed_rate,completion_rate,completion_rate_mi,carbon_per_completion_mi,completion_time_dc_0,finished_dc_0,received_dc_0,green_ratio_dc_0,completion_time_dc_1,finished_dc_1,received_dc_1,green_ratio_dc_1,completion_time_dc_2,finished_dc_2,received_dc_2,green_ratio_dc_2,completion_time_dc_3,finished_dc_3,received_dc_3,green_ratio_dc_3,completion_time_dc_4,finished_dc_4,received_dc_4,green_ratio_dc_4,mean_completion_time,total_received_cloudlets,sum_finished_dc,finished_rate,carbon_per_finished_cloudlet,ep_global_carbon_cap_count,defer_urgency_cost_sum,ep_global_carbon_max_ratio,ep_spatial_sample_count,ep_carbon_raw_kg_sum,ep_route_to_start_n,ep_spatial_term_sum,ep_carbon_norm_sample_count,ep_carbon_norm_sum,ep_carbon_norm_clip_count,ep_completion_term_sum,ep_carbon_level_term_sum,ep_route_to_start_p95_sec,ep_route_to_start_max_sec,ep_mask_route_count,episode,episode_length,global_reward_sum,global_reward_discounted_sum,discount_gamma,local_reward_sum,global_defer_actions,global_route_actions,global_defer_action_rate,green_episode_offset_rows,global_decision_us_mean,global_decision_us_p50,global_decision_us_p95,global_decision_us_p99,global_decision_count,local_decision_us_mean,local_decision_us_p50,local_decision_us_p95,local_decision_us_p99,local_decision_count,episode_wall_s,peak_cpu_rss_mb,peak_gpu_mem_mb
63.802569444444465,16.200434259259303,15.015032407407432,31.215466666666735,0.5189874119857015,0.007669520546296304,0.24569616812700606,35,0,0,0,1.0,35,35,0.7975021748026031,35,1.0,1.0,0.9999999999999998,0.007669520546296306,397.4000699999999,35,35,0.5189874119857015,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,397.4000699999999,35,35,1.0,0.0002191291584656087,0,0.0,0.7293333333333333,0,4.272371805809467,35,0.0,35,85.44743611618931,0,35.0,0.0,0.0,0.0,35,1,669,-118.09041092592572,-1.2591438258914964,0.99,7.278045395879426,2485,0,1.0,24014,0.6811539611360239,0.631,0.982,1.1955200000000006,669,3.739959043348281,1.863,11.098999999999998,13.824399999999992,3345,25.555059693,978.265625,0.0
