step,dc,dc_current_green_power_w,dc_current_power_w,dc_green_ratio,dc_cumulative_wasted_green_wh,dc_future_short_mean,dc_future_short_trend,dc_future_long_mean,dc_future_long_peak_timing,dc_queue_sizes,dc_utilizations,dc_available_pes,dc_ram_utilizations
0,0,25.559999465942383,0.0,0.0,0.0,0.02255789004266262,0.01942872256040573,0.037471704185009,0.9930070042610168,0.0,0.0,480.0,0.75
0,1,0.0,0.0,0.0,0.0,0.02436177246272564,0.04088030010461807,0.0953175500035286,0.8321678042411804,0.0,0.0,384.0,0.75
0,2,0.0,0.0,0.0,0.0,0.002534741535782814,0.0014735697768628597,0.13438072800636292,0.9860140085220337,0.0,0.0,296.0,0.4625000059604645
0,3,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,240.0,0.46875
0,4,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,144.0,0.75
1,0,120.55999755859375,0.0,0.0,0.06697777658700943,0.02255789004266262,0.01942872256040573,0.037471704185009,0.9930070042610168,1.0,0.0,480.0,0.75
1,1,0.0,0.0,0.0,0.0,0.02436177246272564,0.04088030010461807,0.0953175500035286,0.8321678042411804,1.0,0.0,384.0,0.75
1,2,0.0,0.0,0.0,0.0,0.002534741535782814,0.0014735697768628597,0.13438072800636292,0.9860140085220337,1.0,0.0,296.0,0.4625000059604645
1,3,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,240.0,0.46875
1,4,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,144.0,0.75
2,0,135.26666259765625,25.1875,1.0,0.09755532443523407,0.02255789004266262,0.01942872256040573,0.037471704185009,0.9930070042610168,0.0,0.0006249999860301614,480.0,0.75
2,1,0.0,26.375,0.0,0.0,0.02436177246272564,0.04088030010461807,0.0953175500035286,0.8321678042411804,0.0,0.0015625000232830644,384.0,0.75
2,2,0.0,53.19968795776367,0.0,0.0,0.002534741535782814,0.0014735697768628597,0.13438072800636292,0.9860140085220337,0.0,0.0018749999580904841,296.0,0.4625000059604645
2,3,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,240.0,0.46875
2,4,0.0,26.375,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.004166666883975267,144.0,0.75
3,0,4.0333333015441895,25.1875,0.5800661444664001,0.09755532443523407,0.02255789004266262,0.01942872256040573,0.037471704185009,0.9930070042610168,0.0,0.0006249999860301614,480.0,0.75
3,1,0.0,79.125,0.0,0.0,0.02436177246272564,0.04088030010461807,0.0953175500035286,0.8321678042411804,0.0,0.004687500186264515,384.0,0.75
3,2,0.0,53.19968795776367,0.0,0.0,0.002534741535782814,0.0014735697768628597,0.13438072800636292,0.9860140085220337,0.0,0.0018749999580904841,296.0,0.4625000059604645
3,3,0.0,27.233125686645508,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0015625000232830644,240.0,0.46875
3,4,0.0,26.375,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.004166666883975267,144.0,0.75
4,0,0.0,51.5625,0.28665441274642944,0.09755532443523407,0.02255789004266262,0.01942872256040573,0.037471704185009,0.9930070042610168,0.0,0.0018749999580904841,480.0,0.75
4,1,0.0,81.5,0.0,0.0,0.02436177246272564,0.04088030010461807,0.0953175500035286,0.8321678042411804,0.0,0.0062500000931322575,384.0,0.75
4,2,0.0,79.16625213623047,0.0,0.0,0.002534741535782814,0.0014735697768628597,0.13438072800636292,0.9860140085220337,0.0,0.0024999999441206455,296.0,0.4625000059604645
4,3,0.0,27.233125686645508,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0015625000232830644,240.0,0.46875
4,4,0.0,26.375,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.004166666883975267,144.0,0.75
5,0,0.0,51.5625,0.19036373496055603,0.09755532443523407,0.02255789004266262,0.01942872256040573,0.037471704185009,0.9930070042610168,0.0,0.0018749999580904841,480.0,0.75
5,1,0.0,81.5,0.0,0.0,0.02436177246272564,0.04088030010461807,0.0953175500035286,0.8321678042411804,0.0,0.0062500000931322575,384.0,0.75
5,2,0.0,137.43218994140625,0.0,0.0,0.002534741535782814,0.0014735697768628597,0.13438072800636292,0.9860140085220337,0.0,0.006874999962747097,296.0,0.4625000059604645
5,3,0.0,27.233125686645508,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0015625000232830644,240.0,0.46875
5,4,0.0,26.375,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.004166666883975267,144.0,0.75
6,0,0.0,51.5625,0.1424972116947174,0.09755532443523407,0.02270403504371643,0.005316451657563448,0.05254078283905983,0.4545454680919647,0.0,0.0018749999580904841,480.0,0.75
6,1,0.0,81.5,0.0,0.0,0.006338546052575111,0.005715830251574516,0.09491169452667236,0.8321678042411804,0.0,0.0062500000931322575,384.0,0.75
6,2,0.0,137.43218994140625,0.0,0.0,0.004657620098441839,-0.00011922202975256369,0.07631782442331314,0.9930070042610168,0.0,0.006874999962747097,296.0,0.4625000059604645
6,3,0.0,27.233125686645508,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0015625000232830644,240.0,0.46875
6,4,0.0,26.375,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.004166666883975267,144.0,0.75
7,0,0.0,77.9375,0.10325382649898529,0.09755532443523407,0.02270403504371643,0.005316451657563448,0.05254078283905983,0.4545454680919647,0.0,0.0031250000465661287,480.0,0.75
7,1,0.0,81.5,0.0,0.0,0.006338546052575111,0.005715830251574516,0.09491169452667236,0.8321678042411804,0.0,0.0062500000931322575,384.0,0.75
7,2,0.0,137.43218994140625,0.0,0.0,0.004657620098441839,-0.00011922202975256369,0.07631782442331314,0.9930070042610168,0.0,0.006874999962747097,296.0,0.4625000059604645
7,3,0.0,27.233125686645508,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0015625000232830644,240.0,0.46875
7,4,0.0,52.75,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.008333333767950535,144.0,0.75
8,0,0.0,82.6875,0.07990656793117523,0.09755532443523407,0.02270403504371643,0.005316451657563448,0.05254078283905983,0.4545454680919647,0.0,0.005625000223517418,480.0,0.75
8,1,0.0,81.5,0.0,0.0,0.006338546052575111,0.005715830251574516,0.09491169452667236,0.8321678042411804,0.0,0.0062500000931322575,384.0,0.75
8,2,0.0,137.43218994140625,0.0,0.0,0.004657620098441839,-0.00011922202975256369,0.07631782442331314,0.9930070042610168,0.0,0.006874999962747097,296.0,0.4625000059604645
8,3,0.0,27.233125686645508,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0015625000232830644,240.0,0.46875
8,4,0.0,52.75,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.008333333767950535,144.0,0.75
9,0,0.0,82.6875,0.0651705265045166,0.09755532443523407,0.02270403504371643,0.005316451657563448,0.05254078283905983,0.4545454680919647,0.0,0.005625000223517418,480.0,0.75
9,1,0.0,81.5,0.0,0.0,0.006338546052575111,0.005715830251574516,0.09491169452667236,0.8321678042411804,0.0,0.0062500000931322575,384.0,0.75
9,2,0.0,137.43218994140625,0.0,0.0,0.004657620098441839,-0.00011922202975256369,0.07631782442331314,0.9930070042610168,0.0,0.006874999962747097,296.0,0.4625000059604645
9,3,0.0,54.466251373291016,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0031250000465661287,240.0,0.46875
9,4,0.0,52.75,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.008333333767950535,144.0,0.75
10,0,0.0,159.4375,0.04807540774345398,0.09755532443523407,0.02270403504371643,0.005316451657563448,0.05254078283905983,0.4545454680919647,0.0,0.008124999701976776,480.0,0.75
10,1,0.0,81.5,0.0,0.0,0.006338546052575111,0.005715830251574516,0.09491169452667236,0.8321678042411804,0.0,0.0062500000931322575,384.0,0.75
10,2,0.0,137.43218994140625,0.0,0.0,0.004657620098441839,-0.00011922202975256369,0.07631782442331314,0.9930070042610168,0.0,0.006874999962747097,296.0,0.4625000059604645
10,3,0.0,54.466251373291016,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0031250000465661287,236.0,0.46875
10,4,0.0,52.75,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.008333333767950535,144.0,0.75
11,0,0.0,159.4375,0.038085151463747025,0.09755532443523407,0.02270403504371643,0.005316451657563448,0.05254078283905983,0.4545454680919647,0.0,0.008124999701976776,480.0,0.75
11,1,0.0,107.875,0.0,0.0,0.006338546052575111,0.005715830251574516,0.09491169452667236,0.8321678042411804,0.0,0.0078125,384.0,0.75
11,2,0.0,137.43218994140625,0.0,0.0,0.004657620098441839,-0.00011922202975256369,0.07631782442331314,0.9930070042610168,0.0,0.006874999962747097,296.0,0.4625000059604645
11,3,0.0,54.466251373291016,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0031250000465661287,236.0,0.46875
11,4,0.0,52.75,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.008333333767950535,144.0,0.75
12,0,0.0,159.4375,0.031532563269138336,0.09755532443523407,0.025647686794400215,0.008683267049491405,0.04514121636748314,0.14685314893722534,0.0,0.008124999701976776,480.0,0.75
12,1,0.0,107.875,0.0,0.0,0.004453649744391441,0.00912849698215723,0.060742948204278946,0.7972028255462646,0.0,0.0078125,384.0,0.75
12,2,0.0,138.69874572753906,0.0,0.0,0.010120856575667858,0.007704203017055988,0.04469410330057144,0.9440559148788452,0.0,0.007499999832361937,296.0,0.4625000059604645
12,3,0.0,80.43281555175781,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.00390625,236.0,0.46875
12,4,0.0,80.3125,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.014583333395421505,144.0,0.75
13,0,0.0,159.4375,0.026903748512268066,0.09755532443523407,0.025647686794400215,0.008683267049491405,0.04514121636748314,0.14685314893722534,0.0,0.008124999701976776,480.0,0.75
13,1,0.0,107.875,0.0,0.0,0.004453649744391441,0.00912849698215723,0.060742948204278946,0.7972028255462646,0.0,0.0078125,384.0,0.75
13,2,0.0,139.96531677246094,0.0,0.0,0.010120856575667858,0.007704203017055988,0.04469410330057144,0.9440559148788452,0.0,0.008124999701976776,296.0,0.4625000059604645
13,3,0.0,81.69937133789062,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.004687500186264515,236.0,0.46875
13,4,0.0,82.6875,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.01875000074505806,144.0,0.75
14,0,0.0,188.1875,0.02293066494166851,0.09755532443523407,0.025647686794400215,0.008683267049491405,0.04514121636748314,0.14685314893722534,0.0,0.010625000111758709,480.0,0.75
14,1,0.0,163.0,0.0,0.0,0.004453649744391441,0.00912849698215723,0.060742948204278946,0.7972028255462646,0.0,0.012500000186264515,368.0,0.75
14,2,0.0,142.49844360351562,0.0,0.0,0.010120856575667858,0.007704203017055988,0.04469410330057144,0.9440559148788452,0.0,0.00937500037252903,296.0,0.4625000059604645
14,3,0.0,110.19906616210938,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.007031249813735485,236.0,0.46875
14,4,0.0,82.6875,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.01875000074505806,144.0,0.75
15,0,0.0,213.375,0.019641781225800514,0.09755532443523407,0.025647686794400215,0.008683267049491405,0.04514121636748314,0.14685314893722534,0.0,0.011250000447034836,480.0,0.75
15,1,0.0,165.375,0.0,0.0,0.004453649744391441,0.00912849698215723,0.060742948204278946,0.7972028255462646,0.0,0.01406249962747097,368.0,0.75
15,2,0.0,142.49844360351562,0.0,0.0,0.010120856575667858,0.007704203017055988,0.04469410330057144,0.9440559148788452,0.0,0.00937500037252903,296.0,0.4625000059604645
15,3,0.0,115.26531219482422,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.01015624962747097,236.0,0.46875
15,4,0.0,94.5625,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.03958333283662796,144.0,0.75
16,0,0.0,216.9375,0.01714208908379078,0.09755532443523407,0.025647686794400215,0.008683267049491405,0.04514121636748314,0.14685314893722534,0.0,0.013124999590218067,480.0,0.75
16,1,0.0,219.3125,0.0,0.0,0.004453649744391441,0.00912849698215723,0.060742948204278946,0.7972028255462646,0.0,0.01796874962747097,368.0,0.75
16,2,0.0,142.49844360351562,0.0,0.0,0.010120856575667858,0.007704203017055988,0.04469410330057144,0.9440559148788452,0.0,0.00937500037252903,296.0,0.4625000059604645
16,3,0.0,115.26531219482422,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.01015624962747097,236.0,0.46875
16,4,0.0,95.75,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0416666679084301,144.0,0.75
17,0,0.0,244.5,0.014991769567131996,0.09755532443523407,0.025647686794400215,0.008683267049491405,0.04514121636748314,0.14685314893722534,0.0,0.014999999664723873,480.0,0.75
17,1,0.0,219.3125,0.0,0.0,0.004453649744391441,0.00912849698215723,0.060742948204278946,0.7972028255462646,0.0,0.01796874962747097,368.0,0.75
17,2,0.0,145.03155517578125,0.0,0.0,0.010120856575667858,0.007704203017055988,0.04469410330057144,0.9440559148788452,0.0,0.010625000111758709,296.0,0.4625000059604645
17,3,0.0,115.26531219482422,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.01015624962747097,227.0,0.46875
17,4,0.0,95.75,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0416666679084301,144.0,0.75
18,0,0.0,246.875,0.0133063904941082,0.09755532443523407,0.010800844989717007,0.0065178596414625645,0.022473402321338654,0.811188817024231,0.0,0.016249999403953552,480.0,0.75
18,1,0.0,219.3125,0.0,0.0,0.005572736728936434,0.004918291233479977,0.025909356772899628,1.0,0.0,0.01796874962747097,361.0,0.75
18,2,0.0,145.03155517578125,0.0,0.0,0.0053909411653876305,-0.0008422520477324724,0.02684331312775612,0.8531468510627747,0.0,0.010625000111758709,296.0,0.4625000059604645
18,3,0.0,116.53187561035156,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.010937499813735485,224.0,0.46875
18,4,0.0,95.75,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0416666679084301,144.0,0.75
19,0,0.0,246.875,0.011961657553911209,0.09755532443523407,0.010800844989717007,0.0065178596414625645,0.022473402321338654,0.811188817024231,0.0,0.016249999403953552,480.0,0.75
19,1,0.0,224.0625,0.0,0.0,0.005572736728936434,0.004918291233479977,0.025909356772899628,1.0,0.0,0.02109375037252903,361.0,0.75
19,2,0.0,145.03155517578125,0.0,0.0,0.0053909411653876305,-0.0008422520477324724,0.02684331312775612,0.8531468510627747,0.0,0.010625000111758709,296.0,0.4625000059604645
19,3,0.0,116.53187561035156,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.010937499813735485,224.0,0.46875
19,4,0.0,95.75,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0416666679084301,144.0,0.75
20,0,0.0,246.875,0.010863772593438625,0.09755532443523407,0.010800844989717007,0.0065178596414625645,0.022473402321338654,0.811188817024231,0.0,0.016249999403953552,480.0,0.75
20,1,0.0,224.0625,0.0,0.0,0.005572736728936434,0.004918291233479977,0.025909356772899628,1.0,0.0,0.02109375037252903,361.0,0.75
