green_waste_wh,green_used_wh,brown_used_wh,total_energy_wh,green_ratio,total_carbon_kg,carbon_intensity,total_cloudlets,remaining_cloudlets,routed_cloudlets,total_created_cloudlets,total_finished_cloudlets,waste_ratio,routed_cloudlets_count,routed_rate,completion_rate,completion_time_dc_0,finished_dc_0,received_dc_0,green_ratio_dc_0,completion_time_dc_1,finished_dc_1,received_dc_1,green_ratio_dc_1,completion_time_dc_2,finished_dc_2,received_dc_2,green_ratio_dc_2,completion_time_dc_3,finished_dc_3,received_dc_3,green_ratio_dc_3,completion_time_dc_4,finished_dc_4,received_dc_4,green_ratio_dc_4,completion_time_dc_5,finished_dc_5,received_dc_5,green_ratio_dc_5,completion_time_dc_6,finished_dc_6,received_dc_6,green_ratio_dc_6,completion_time_dc_7,finished_dc_7,received_dc_7,green_ratio_dc_7,completion_time_dc_8,finished_dc_8,received_dc_8,green_ratio_dc_8,completion_time_dc_9,finished_dc_9,received_dc_9,green_ratio_dc_9,mean_completion_time,total_received_cloudlets,sum_finished_dc,finished_rate,carbon_per_finished_cloudlet,episode,episode_length
2020.0778839045167,1275.7900255998286,1963.7003421453965,3239.490367745225,0.3938242997424974,1.256972368813527,0.38801546728734826,5000,0,0,5000,2500,0.6129122705673935,5000,1.0,1.0,1133.0180350877192,456,500,0.5691448881265475,1180.260236453202,406,500,0.6443137175615394,1181.1675456790135,405,500,0.5716260880306447,1192.9349414893627,376,500,0.023653539450998167,1259.2372186332163,202,500,0.4906409235880546,1227.5378089789385,181,500,0.4751926797923044,1231.449705660378,265,500,0.007427902830124095,1221.9552328767124,73,500,0.6422002514554932,1187.0452857142855,70,500,0.6910584341617008,1255.1655730656187,66,500,0.7329458444556952,1192.3118149645718,5000,2500,0.5,0.0005027889475254108,1,2000
