candidate_carbon_regret,candidate_cover_mae,candidate_cover_mae_empty_grid,episode,running_max_carbon,step,timestep_hours
0.0,0.0,0.0,1,0.001,99,0.0002777777777777778
7.130634200414022e-05,0.5015703648027905,0.48840405893853117,1,0.001,100,0.0002777777777777778
0.0,0.0,0.0,1,0.001,101,0.0002777777777777778
0.0,0.0,0.0,1,0.001,102,0.0002777777777777778
0.0,0.0,0.0,1,0.001,103,0.0002777777777777778
0.0,0.0,0.0,1,0.001,104,0.0002777777777777778
0.0,0.0,0.0,1,0.001,105,0.0002777777777777778
0.0,0.0,0.0,1,0.001,106,0.0002777777777777778
0.0,0.0,0.0,1,0.001,107,0.0002777777777777778
0.0,0.0,0.0,1,0.001,108,0.0002777777777777778
0.0,0.0,0.0,1,0.001,109,0.0002777777777777778
0.0,0.0,0.0,1,0.001,110,0.0002777777777777778
0.0,0.0,0.0,1,0.001,111,0.0002777777777777778
0.0,0.0,0.0,1,0.001,112,0.0002777777777777778
0.0,0.0,0.0,1,0.001,113,0.0002777777777777778
0.0,0.0,0.0,1,0.001,114,0.0002777777777777778
0.0,0.0,0.0,1,0.001,115,0.0002777777777777778
0.0,0.0,0.0,1,0.001,116,0.0002777777777777778
0.0,0.0,0.0,1,0.001,117,0.0002777777777777778
0.0,0.0,0.0,1,0.001,118,0.0002777777777777778
0.0,0.0,0.0,1,0.001,119,0.0002777777777777778
0.0,0.0,0.0,1,0.001,120,0.0002777777777777778
0.0,0.0,0.0,1,0.001,121,0.0002777777777777778
0.0,0.0,0.0,1,0.001,122,0.0002777777777777778
0.0001651962345377604,0.5167431015310182,0.5220057651025496,1,0.001,123,0.0002777777777777778
0.0,0.0,0.0,1,0.001,124,0.0002777777777777778
0.0,0.0,0.0,1,0.001,125,0.0002777777777777778
0.0,0.0,0.0,1,0.001,126,0.0002777777777777778
0.0,0.0,0.0,1,0.001,127,0.0002777777777777778
0.0,0.0,0.0,1,0.001,128,0.0002777777777777778
0.0,0.0,0.0,1,0.001,129,0.0002777777777777778
0.0,0.0,0.0,1,0.001,130,0.0002777777777777778
0.0,0.0,0.0,1,0.001,131,0.0002777777777777778
0.0,0.0,0.0,1,0.001,132,0.0002777777777777778
0.0,0.0,0.0,1,0.001,133,0.0002777777777777778
0.00013867952183787028,0.48064950206181734,0.5248451366161019,1,0.001,134,0.0002777777777777778
0.0,0.0,0.0,1,0.001,135,0.0002777777777777778
0.0,0.0,0.0,1,0.001,136,0.0002777777777777778
0.0,0.0,0.0,1,0.001,137,0.0002777777777777778
0.0,0.0,0.0,1,0.001,138,0.0002777777777777778
0.0,0.0,0.0,1,0.001,139,0.0002777777777777778
0.0,0.0,0.0,1,0.001,140,0.0002777777777777778
0.0,0.0,0.0,1,0.001,141,0.0002777777777777778
0.0,0.0,0.0,1,0.001,142,0.0002777777777777778
0.0,0.0,0.0,1,0.001,143,0.0002777777777777778
0.0,0.0,0.0,1,0.001,144,0.0002777777777777778
0.0,0.0,0.0,1,0.001,145,0.0002777777777777778
0.0,0.0,0.0,1,0.001,146,0.0002777777777777778
0.0,0.0,0.0,1,0.001,147,0.0002777777777777778
0.0,0.0,0.0,1,0.001,148,0.0002777777777777778
0.0,0.0,0.0,1,0.001,149,0.0002777777777777778
0.00017462193388366698,0.42891928094080944,0.4952040385454483,1,0.001,150,0.0002777777777777778
0.0,0.0,0.0,1,0.001,151,0.0002777777777777778
0.0,0.0,0.0,1,0.001,152,0.0002777777777777778
0.0,0.0,0.0,1,0.001,153,0.0002777777777777778
0.0,0.0,0.0,1,0.001,154,0.0002777777777777778
0.0,0.0,0.0,1,0.001,155,0.0002777777777777778
0.0,0.0,0.0,1,0.001,156,0.0002777777777777778
0.0,0.0,0.0,1,0.001,157,0.0002777777777777778
0.0,0.0,0.0,1,0.001,158,0.0002777777777777778
0.0001602068587849935,0.41720369570941046,0.4651705965320629,1,0.001,159,0.0002777777777777778
0.0,0.0,0.0,1,0.001,160,0.0002777777777777778
0.0,0.0,0.0,1,0.001,161,0.0002777777777777778
0.0,0.0,0.0,1,0.001,162,0.0002777777777777778
0.0,0.0,0.0,1,0.001,163,0.0002777777777777778
0.0,0.0,0.0,1,0.001,164,0.0002777777777777778
0.0,0.0,0.0,1,0.001,165,0.0002777777777777778
0.0,0.0,0.0,1,0.001,166,0.0002777777777777778
0.0,0.0,0.0,1,0.001,167,0.0002777777777777778
0.0,0.0,0.0,1,0.001,168,0.0002777777777777778
0.0,0.0,0.0,1,0.001,169,0.0002777777777777778
0.0,0.0,0.0,1,0.001,170,0.0002777777777777778
0.0,0.0,0.0,1,0.001,171,0.0002777777777777778
0.0,0.0,0.0,1,0.001,172,0.0002777777777777778
0.0,0.0,0.0,1,0.001,173,0.0002777777777777778
0.00023365196407063805,0.3983794535064257,0.3999066062441709,1,0.001,174,0.0002777777777777778
0.0,0.0,0.0,1,0.001,175,0.0002777777777777778
0.0,0.0,0.0,1,0.001,176,0.0002777777777777778
0.0,0.0,0.0,1,0.001,177,0.0002777777777777778
0.0,0.0,0.0,1,0.001,178,0.0002777777777777778
0.0,0.0,0.0,1,0.001,179,0.0002777777777777778
0.0,0.0,0.0,1,0.001,180,0.0002777777777777778
0.0,0.0,0.0,1,0.001,181,0.0002777777777777778
0.0,0.0,0.0,1,0.001,182,0.0002777777777777778
0.0,0.0,0.0,1,0.001,183,0.0002777777777777778
0.0,0.0,0.0,1,0.001,184,0.0002777777777777778
0.0,0.0,0.0,1,0.001,185,0.0002777777777777778
0.0,0.0,0.0,1,0.001,186,0.0002777777777777778
0.0,0.0,0.0,1,0.001,187,0.0002777777777777778
0.0,0.0,0.0,1,0.001,188,0.0002777777777777778
0.0,0.0,0.0,1,0.001,189,0.0002777777777777778
0.0,0.0,0.0,1,0.001,190,0.0002777777777777778
0.0,0.0,0.0,1,0.001,191,0.0002777777777777778
0.0,0.0,0.0,1,0.001,192,0.0002777777777777778
0.0,0.0,0.0,1,0.001,193,0.0002777777777777778
0.0,0.0,0.0,1,0.001,194,0.0002777777777777778
0.0,0.0,0.0,1,0.001,195,0.0002777777777777778
0.0,0.0,0.0,1,0.001,196,0.0002777777777777778
0.0,0.0,0.0,1,0.001,197,0.0002777777777777778
0.0,0.0,0.0,1,0.001,198,0.0002777777777777778
0.0,0.0,0.0,1,0.001,199,0.0002777777777777778
0.0,0.0,0.0,1,0.001,200,0.0002777777777777778
0.0002941488121287028,0.3648952852849337,0.27979480503192566,1,0.001,201,0.0002777777777777778
0.0,0.0,0.0,1,0.001,202,0.0002777777777777778
0.0,0.0,0.0,1,0.001,203,0.0002777777777777778
0.0,0.0,0.0,1,0.001,204,0.0002777777777777778
0.0,0.0,0.0,1,0.001,205,0.0002777777777777778
0.0,0.0,0.0,1,0.001,206,0.0002777777777777778
0.0,0.0,0.0,1,0.001,207,0.0002777777777777778
0.0,0.0,0.0,1,0.001,208,0.0002777777777777778
0.0,0.0,0.0,1,0.001,209,0.0002777777777777778
0.0,0.0,0.0,1,0.001,210,0.0002777777777777778
0.0,0.0,0.0,1,0.001,211,0.0002777777777777778
0.0,0.0,0.0,1,0.001,212,0.0002777777777777778
0.0,0.0,0.0,1,0.001,213,0.0002777777777777778
0.0,0.0,0.0,1,0.001,214,0.0002777777777777778
0.0,0.0,0.0,1,0.001,215,0.0002777777777777778
0.0,0.0,0.0,1,0.001,216,0.0002777777777777778
0.0,0.0,0.0,1,0.001,217,0.0002777777777777778
0.0,0.0,0.0,1,0.001,218,0.0002777777777777778
0.0,0.0,0.0,1,0.001,219,0.0002777777777777778
0.0,0.0,0.0,1,0.001,220,0.0002777777777777778
0.00031304422391510017,0.3186971227048149,0.22907303907501866,1,0.001,221,0.0002777777777777778
0.0,0.0,0.0,1,0.001,222,0.0002777777777777778
0.0,0.0,0.0,1,0.001,223,0.0002777777777777778
0.0,0.0,0.0,1,0.001,224,0.0002777777777777778
0.0,0.0,0.0,1,0.001,225,0.0002777777777777778
0.0,0.0,0.0,1,0.001,226,0.0002777777777777778
0.00021428789526494347,0.29048897202166035,0.21929267057230775,1,0.001,227,0.0002777777777777778
0.0,0.0,0.0,1,0.001,228,0.0002777777777777778
0.0,0.0,0.0,1,0.001,229,0.0002777777777777778
0.0,0.0,0.0,1,0.001,230,0.0002777777777777778
0.0,0.0,0.0,1,0.001,231,0.0002777777777777778
0.0,0.0,0.0,1,0.001,232,0.0002777777777777778
0.0,0.0,0.0,1,0.001,233,0.0002777777777777778
0.0,0.0,0.0,1,0.001,234,0.0002777777777777778
0.0,0.0,0.0,1,0.001,235,0.0002777777777777778
0.0,0.0,0.0,1,0.001,236,0.0002777777777777778
0.0,0.0,0.0,1,0.001,237,0.0002777777777777778
0.0,0.0,0.0,1,0.001,238,0.0002777777777777778
0.0,0.0,0.0,1,0.001,239,0.0002777777777777778
0.0,0.0,0.0,1,0.001,240,0.0002777777777777778
0.00026528327021789553,0.2850458252387987,0.20250389189787313,1,0.001,241,0.0002777777777777778
0.0,0.0,0.0,1,0.001,242,0.0002777777777777778
0.0,0.0,0.0,1,0.001,243,0.0002777777777777778
0.0,0.0,0.0,1,0.001,244,0.0002777777777777778
0.0,0.0,0.0,1,0.001,245,0.0002777777777777778
0.0,0.0,0.0,1,0.001,246,0.0002777777777777778
0.0,0.0,0.0,1,0.001,247,0.0002777777777777778
0.0,0.0,0.0,1,0.001,248,0.0002777777777777778
0.0,0.0,0.0,1,0.001,249,0.0002777777777777778
0.0,0.0,0.0,1,0.001,250,0.0002777777777777778
0.0,0.0,0.0,1,0.001,251,0.0002777777777777778
0.0,0.0,0.0,1,0.001,252,0.0002777777777777778
0.0,0.0,0.0,1,0.001,253,0.0002777777777777778
0.0,0.0,0.0,1,0.001,254,0.0002777777777777778
0.0,0.0,0.0,1,0.001,255,0.0002777777777777778
0.00022772839559682213,0.2605560189191724,0.19226020087658519,1,0.001,256,0.0002777777777777778
0.0,0.0,0.0,1,0.001,257,0.0002777777777777778
0.0,0.0,0.0,1,0.001,258,0.0002777777777777778
0.0,0.0,0.0,1,0.001,259,0.0002777777777777778
0.0,0.0,0.0,1,0.001,260,0.0002777777777777778
0.0,0.0,0.0,1,0.001,261,0.0002777777777777778
0.0,0.0,0.0,1,0.001,262,0.0002777777777777778
0.0,0.0,0.0,1,0.001,263,0.0002777777777777778
0.0,0.0,0.0,1,0.001,264,0.0002777777777777778
0.0,0.0,0.0,1,0.001,265,0.0002777777777777778
0.0,0.0,0.0,1,0.001,266,0.0002777777777777778
0.0,0.0,0.0,1,0.001,267,0.0002777777777777778
0.0,0.0,0.0,1,0.001,268,0.0002777777777777778
0.0,0.0,0.0,1,0.001,269,0.0002777777777777778
0.0,0.0,0.0,1,0.001,270,0.0002777777777777778
0.0,0.0,0.0,1,0.001,271,0.0002777777777777778
0.0,0.0,0.0,1,0.001,272,0.0002777777777777778
0.0002642320406748454,0.26208867000442154,0.18051338220985844,1,0.001,273,0.0002777777777777778
0.0,0.0,0.0,1,0.001,274,0.0002777777777777778
0.0,0.0,0.0,1,0.001,275,0.0002777777777777778
0.0,0.0,0.0,1,0.001,276,0.0002777777777777778
0.0,0.0,0.0,1,0.001,277,0.0002777777777777778
0.0,0.0,0.0,1,0.001,278,0.0002777777777777778
0.0,0.0,0.0,1,0.001,279,0.0002777777777777778
0.0,0.0,0.0,1,0.001,280,0.0002777777777777778
0.0,0.0,0.0,1,0.001,281,0.0002777777777777778
0.0,0.0,0.0,1,0.001,282,0.0002777777777777778
0.0,0.0,0.0,1,0.001,283,0.0002777777777777778
0.0,0.0,0.0,1,0.001,284,0.0002777777777777778
0.0,0.0,0.0,1,0.001,285,0.0002777777777777778
0.0,0.0,0.0,1,0.001,286,0.0002777777777777778
0.0,0.0,0.0,1,0.001,287,0.0002777777777777778
0.0,0.0,0.0,1,0.001,288,0.0002777777777777778
0.0,0.0,0.0,1,0.001,289,0.0002777777777777778
0.0,0.0,0.0,1,0.001,290,0.0002777777777777778
0.0,0.0,0.0,1,0.001,291,0.0002777777777777778
0.0,0.0,0.0,1,0.001,292,0.0002777777777777778
0.0,0.0,0.0,1,0.001,293,0.0002777777777777778
0.0,0.0,0.0,1,0.001,294,0.0002777777777777778
0.0002176135521291097,0.2822318375950128,0.1936341123681673,1,0.001,295,0.0002777777777777778
0.0,0.0,0.0,1,0.001,296,0.0002777777777777778
0.0,0.0,0.0,1,0.001,297,0.0002777777777777778
0.0,0.0,0.0,1,0.001,298,0.0002777777777777778
0.0,0.0,0.0,1,0.001,299,0.0002777777777777778
0.0,0.0,0.0,1,0.001,300,0.0002777777777777778
0.0,0.0,0.0,1,0.001,301,0.0002777777777777778
0.0,0.0,0.0,1,0.001,302,0.0002777777777777778
0.0,0.0,0.0,1,0.001,303,0.0002777777777777778
0.0,0.0,0.0,1,0.001,304,0.0002777777777777778
0.0,0.0,0.0,1,0.001,305,0.0002777777777777778
0.0,0.0,0.0,1,0.001,306,0.0002777777777777778
0.00019390933532714843,0.3172984025847744,0.21551405082286243,1,0.001,307,0.0002777777777777778
0.0,0.0,0.0,1,0.001,308,0.0002777777777777778
0.0,0.0,0.0,1,0.001,309,0.0002777777777777778
0.0,0.0,0.0,1,0.001,310,0.0002777777777777778
0.0,0.0,0.0,1,0.001,311,0.0002777777777777778
0.0,0.0,0.0,1,0.001,312,0.0002777777777777778
0.0,0.0,0.0,1,0.001,313,0.0002777777777777778
0.0,0.0,0.0,1,0.001,314,0.0002777777777777778
0.0,0.0,0.0,1,0.001,315,0.0002777777777777778
0.0,0.0,0.0,1,0.001,316,0.0002777777777777778
0.0,0.0,0.0,1,0.001,317,0.0002777777777777778
0.0,0.0,0.0,1,0.001,318,0.0002777777777777778
0.0,0.0,0.0,1,0.001,319,0.0002777777777777778
0.0,0.0,0.0,1,0.001,320,0.0002777777777777778
0.0,0.0,0.0,1,0.001,321,0.0002777777777777778
0.0,0.0,0.0,1,0.001,322,0.0002777777777777778
0.00015843605227406824,0.3067067793977093,0.25599084790323823,1,0.001,323,0.0002777777777777778
0.0,0.0,0.0,1,0.001,324,0.0002777777777777778
0.0,0.0,0.0,1,0.001,325,0.0002777777777777778
0.0,0.0,0.0,1,0.001,326,0.0002777777777777778
0.0,0.0,0.0,1,0.001,327,0.0002777777777777778
0.0,0.0,0.0,1,0.001,328,0.0002777777777777778
0.0,0.0,0.0,1,0.001,329,0.0002777777777777778
0.0,0.0,0.0,1,0.001,330,0.0002777777777777778
0.0,0.0,0.0,1,0.001,331,0.0002777777777777778
0.0,0.0,0.0,1,0.001,332,0.0002777777777777778
0.0,0.0,0.0,1,0.001,333,0.0002777777777777778
0.0,0.0,0.0,1,0.001,334,0.0002777777777777778
0.00023692452707163496,0.3426341597882795,0.2927420397879372,1,0.001,335,0.0002777777777777778
0.0,0.0,0.0,1,0.001,336,0.0002777777777777778
0.0,0.0,0.0,1,0.001,337,0.0002777777777777778
0.0,0.0,0.0,1,0.001,338,0.0002777777777777778
0.0,0.0,0.0,1,0.001,339,0.0002777777777777778
0.0,0.0,0.0,1,0.001,340,0.0002777777777777778
0.0,0.0,0.0,1,0.001,341,0.0002777777777777778
0.0,0.0,0.0,1,0.001,342,0.0002777777777777778
0.0,0.0,0.0,1,0.001,343,0.0002777777777777778
0.0,0.0,0.0,1,0.001,344,0.0002777777777777778
0.0,0.0,0.0,1,0.001,345,0.0002777777777777778
0.0,0.0,0.0,1,0.001,346,0.0002777777777777778
0.0,0.0,0.0,1,0.001,347,0.0002777777777777778
0.0,0.0,0.0,1,0.001,348,0.0002777777777777778
0.0,0.0,0.0,1,0.001,349,0.0002777777777777778
0.0,0.0,0.0,1,0.001,350,0.0002777777777777778
0.0,0.0,0.0,1,0.001,351,0.0002777777777777778
0.0,0.0,0.0,1,0.001,352,0.0002777777777777778
0.0,0.0,0.0,1,0.001,353,0.0002777777777777778
0.0,0.0,0.0,1,0.001,354,0.0002777777777777778
0.0,0.0,0.0,1,0.001,355,0.0002777777777777778
0.00016670072218068443,0.35372730480953,0.32176357234867525,1,0.001,356,0.0002777777777777778
0.0,0.0,0.0,1,0.001,357,0.0002777777777777778
0.0,0.0,0.0,1,0.001,358,0.0002777777777777778
0.0,0.0,0.0,1,0.001,359,0.0002777777777777778
0.0,0.0,0.0,1,0.001,360,0.0002777777777777778
0.0,0.0,0.0,1,0.001,361,0.0002777777777777778
0.0,0.0,0.0,1,0.001,362,0.0002777777777777778
0.0,0.0,0.0,1,0.001,363,0.0002777777777777778
0.0,0.0,0.0,1,0.001,364,0.0002777777777777778
0.0,0.0,0.0,1,0.001,365,0.0002777777777777778
0.0,0.0,0.0,1,0.001,366,0.0002777777777777778
0.0,0.0,0.0,1,0.001,367,0.0002777777777777778
0.0,0.0,0.0,1,0.001,368,0.0002777777777777778
0.0,0.0,0.0,1,0.001,369,0.0002777777777777778
0.0,0.0,0.0,1,0.001,370,0.0002777777777777778
0.0,0.0,0.0,1,0.001,371,0.0002777777777777778
0.0,0.0,0.0,1,0.001,372,0.0002777777777777778
0.0002933983995641073,0.3217369030478974,0.2993859997937377,1,0.001,373,0.0002777777777777778
0.0,0.0,0.0,1,0.001,374,0.0002777777777777778
0.0,0.0,0.0,1,0.001,375,0.0002777777777777778
0.0,0.0,0.0,1,0.001,376,0.0002777777777777778
0.0,0.0,0.0,1,0.001,377,0.0002777777777777778
0.0,0.0,0.0,1,0.001,378,0.0002777777777777778
0.0,0.0,0.0,1,0.001,379,0.0002777777777777778
0.0,0.0,0.0,1,0.001,380,0.0002777777777777778
0.0,0.0,0.0,1,0.001,381,0.0002777777777777778
0.0,0.0,0.0,1,0.001,382,0.0002777777777777778
0.0,0.0,0.0,1,0.001,383,0.0002777777777777778
0.0,0.0,0.0,1,0.001,384,0.0002777777777777778
0.0,0.0,0.0,1,0.001,385,0.0002777777777777778
0.0,0.0,0.0,1,0.001,386,0.0002777777777777778
0.0,0.0,0.0,1,0.001,387,0.0002777777777777778
0.0,0.0,0.0,1,0.001,388,0.0002777777777777778
0.0,0.0,0.0,1,0.001,389,0.0002777777777777778
0.0,0.0,0.0,1,0.001,390,0.0002777777777777778
0.0,0.0,0.0,1,0.001,391,0.0002777777777777778
0.0,0.0,0.0,1,0.001,392,0.0002777777777777778
0.0,0.0,0.0,1,0.001,393,0.0002777777777777778
0.0,0.0,0.0,1,0.001,394,0.0002777777777777778
0.0,0.0,0.0,1,0.001,395,0.0002777777777777778
0.0,0.0,0.0,1,0.001,396,0.0002777777777777778
0.00028494725610605875,0.25398294174335373,0.22164884516051117,1,0.001,397,0.0002777777777777778
0.0,0.0,0.0,1,0.001,398,0.0002777777777777778
0.0,0.0,0.0,1,0.001,399,0.0002777777777777778
0.0,0.0,0.0,1,0.001,400,0.0002777777777777778
0.0,0.0,0.0,1,0.001,401,0.0002777777777777778
0.00023311612950134276,0.2459172290395683,0.2048697422927534,1,0.001,402,0.0002777777777777778
0.0,0.0,0.0,1,0.001,403,0.0002777777777777778
0.0,0.0,0.0,1,0.001,404,0.0002777777777777778
0.0,0.0,0.0,1,0.001,405,0.0002777777777777778
0.0,0.0,0.0,1,0.001,406,0.0002777777777777778
0.0,0.0,0.0,1,0.001,407,0.0002777777777777778
0.0,0.0,0.0,1,0.001,408,0.0002777777777777778
0.0,0.0,0.0,1,0.001,409,0.0002777777777777778
0.0,0.0,0.0,1,0.001,410,0.0002777777777777778
0.0,0.0,0.0,1,0.001,411,0.0002777777777777778
0.0,0.0,0.0,1,0.001,412,0.0002777777777777778
0.0,0.0,0.0,1,0.001,413,0.0002777777777777778
0.0,0.0,0.0,1,0.001,414,0.0002777777777777778
0.0,0.0,0.0,1,0.001,415,0.0002777777777777778
0.0,0.0,0.0,1,0.001,416,0.0002777777777777778
0.0,0.0,0.0,1,0.001,417,0.0002777777777777778
0.0,0.0,0.0,1,0.001,418,0.0002777777777777778
0.0,0.0,0.0,1,0.001,419,0.0002777777777777778
0.0,0.0,0.0,1,0.001,420,0.0002777777777777778
0.0001757065162150065,0.23453915681637508,0.16316867798147067,1,0.001,421,0.0002777777777777778
0.0,0.0,0.0,1,0.001,422,0.0002777777777777778
0.0,0.0,0.0,1,0.001,423,0.0002777777777777778
0.0,0.0,0.0,1,0.001,424,0.0002777777777777778
0.0,0.0,0.0,1,0.001,425,0.0002777777777777778
0.0,0.0,0.0,1,0.001,426,0.0002777777777777778
0.0,0.0,0.0,1,0.001,427,0.0002777777777777778
0.0,0.0,0.0,1,0.001,428,0.0002777777777777778
0.0,0.0,0.0,1,0.001,429,0.0002777777777777778
0.0,0.0,0.0,1,0.001,430,0.0002777777777777778
0.0,0.0,0.0,1,0.001,431,0.0002777777777777778
0.0,0.0,0.0,1,0.001,432,0.0002777777777777778
0.0,0.0,0.0,1,0.001,433,0.0002777777777777778
0.0,0.0,0.0,1,0.001,434,0.0002777777777777778
0.0,0.0,0.0,1,0.001,435,0.0002777777777777778
0.0,0.0,0.0,1,0.001,436,0.0002777777777777778
0.0,0.0,0.0,1,0.001,437,0.0002777777777777778
0.0,0.0,0.0,1,0.001,438,0.0002777777777777778
0.0,0.0,0.0,1,0.001,439,0.0002777777777777778
0.0,0.0,0.0,1,0.001,440,0.0002777777777777778
0.0,0.0,0.0,1,0.001,441,0.0002777777777777778
0.0,0.0,0.0,1,0.001,442,0.0002777777777777778
0.0,0.0,0.0,1,0.001,443,0.0002777777777777778
0.0,0.0,0.0,1,0.001,444,0.0002777777777777778
0.00024674358794403076,0.19957758893429395,0.13095611585697658,1,0.001,445,0.0002777777777777778
0.0,0.0,0.0,1,0.001,446,0.0002777777777777778
