episode,id,dc,pes,mi,runtime_steps,t_c,latest,s_f,kappa,t_release,reason,r_release,t_s,k,route_to_start_steps,stale
1,0,1,32,1920000.0,48,9,80,26,16,25,offset,1.0,25.0,16.0,0.0,False
1,1,0,32,1920000.0,48,29,100,46,16,45,offset,1.0,45.0,16.0,0.0,False
1,2,0,32,1920000.0,48,41,112,58,16,57,offset,1.0,57.0,16.0,0.0,False
1,3,0,32,1920000.0,48,48,119,65,16,64,offset,1.0,64.0,16.0,0.0,False
1,4,0,32,1920000.0,48,62,133,79,16,78,offset,1.0,78.0,16.0,0.0,False
1,5,2,32,1920000.0,48,92,163,109,16,108,offset,1.0,108.0,16.0,0.0,False
1,6,2,32,1920000.0,48,100,171,117,16,116,offset,1.0,116.0,16.0,0.0,False
1,7,2,32,1920000.0,48,123,194,140,16,139,offset,1.0,139.0,16.0,0.0,False
1,8,1,32,1920000.0,48,134,205,151,16,150,offset,1.0,150.0,16.0,0.0,False
1,9,1,32,1920000.0,48,150,221,167,16,166,offset,1.0,166.0,16.0,0.0,False
1,10,0,32,1920000.0,48,159,230,176,16,175,offset,1.0,175.0,16.0,0.0,False
1,11,0,32,1920000.0,48,174,245,191,16,190,offset,1.0,190.0,16.0,0.0,False
1,12,0,32,1920000.0,48,201,272,218,16,217,offset,1.0,217.0,16.0,0.0,False
1,13,1,32,1920000.0,48,221,292,238,16,237,offset,1.0,237.0,16.0,0.0,False
1,14,0,32,1920000.0,48,227,298,244,16,243,offset,1.0,243.0,16.0,0.0,False
1,15,0,32,1920000.0,48,241,312,258,16,257,offset,1.0,257.0,16.0,0.0,False
1,16,2,32,1920000.0,48,256,327,273,16,272,offset,1.0,272.0,16.0,0.0,False
1,17,2,32,1920000.0,48,273,344,290,16,289,offset,1.0,289.0,16.0,0.0,False
1,18,1,32,1920000.0,48,295,366,312,16,311,offset,1.0,311.0,16.0,0.0,False
1,19,0,32,1920000.0,48,307,378,324,16,323,offset,1.0,323.0,16.0,0.0,False
1,20,0,32,1920000.0,48,323,394,340,16,339,offset,1.0,339.0,16.0,0.0,False
1,21,0,32,1920000.0,48,335,406,352,16,351,offset,1.0,351.0,16.0,0.0,False
1,22,0,32,1920000.0,48,356,427,373,16,372,offset,1.0,372.0,16.0,0.0,False
1,23,1,32,1920000.0,48,373,444,390,16,389,offset,1.0,389.0,16.0,0.0,False
1,24,1,32,1920000.0,48,397,468,414,16,413,offset,1.0,413.0,16.0,0.0,False
1,25,2,32,1920000.0,48,402,473,419,16,418,offset,1.0,418.0,16.0,0.0,False
1,26,1,32,1920000.0,48,421,492,438,16,437,offset,1.0,437.0,16.0,0.0,False
1,27,0,32,1920000.0,48,445,516,462,16,461,offset,1.0,461.0,16.0,0.0,False
1,28,0,32,1920000.0,48,457,528,474,16,473,offset,1.0,473.0,16.0,0.0,False
1,29,0,32,1920000.0,48,473,544,490,16,489,offset,1.0,489.0,16.0,0.0,False
1,30,0,32,1920000.0,48,486,557,503,16,502,offset,1.0,502.0,16.0,0.0,False
1,31,0,32,1920000.0,48,504,575,521,16,520,offset,1.0,520.0,16.0,0.0,False
1,32,1,32,1920000.0,48,520,591,537,16,536,offset,1.0,536.0,16.0,0.0,False
1,33,0,32,1920000.0,48,527,598,544,16,543,offset,1.0,543.0,16.0,0.0,False
1,34,0,32,1920000.0,48,549,620,566,16,565,offset,1.0,565.0,16.0,0.0,False
