combo,episode,green_waste_wh,green_used_wh,brown_used_wh,total_energy_wh,green_ratio,total_carbon_kg,carbon_intensity,total_cloudlets,remaining_cloudlets,routed_cloudlets,waste_ratio,completed_cloudlets,completion_rate,completion_time_dc_0,finished_dc_0,green_ratio_dc_0,completion_time_dc_1,finished_dc_1,green_ratio_dc_1,completion_time_dc_2,finished_dc_2,green_ratio_dc_2,completion_time_dc_3,finished_dc_3,green_ratio_dc_3,completion_time_dc_4,finished_dc_4,green_ratio_dc_4,completion_time_dc_5,finished_dc_5,green_ratio_dc_5,completion_time_dc_6,finished_dc_6,green_ratio_dc_6,completion_time_dc_7,finished_dc_7,green_ratio_dc_7,completion_time_dc_8,finished_dc_8,green_ratio_dc_8,completion_time_dc_9,finished_dc_9,green_ratio_dc_9,mean_completion_time,episode_length
random_random,1,3299.9139821181634,1567.566797630833,1735.6275609089755,3303.1943585398085,0.4745608727437349,0.85605464135787,0.2591596341113554,14827,0,0,0.6779511068327899,14827,1.0,2072.666334134619,1248,0.5101870759795208,2169.343594427684,1109,0.6361799402289272,2117.317645217389,1150,0.43062370200644867,2184.498916616692,1006,0.022571476078938064,2294.731960039735,562,0.7404489826978055,2344.078866504854,412,0.0774307439531539,2270.9932457722875,875,0.6999169260436332,2230.553125748502,167,0.7040679390994635,2395.580246376812,138,0.6903555205049063,2325.6833666666666,120,0.7644242356647414,2187.9629037763043,4000
random_random,2,3300.070809565955,1567.409970183043,1735.5719905761996,3302.9819607592426,0.4745439087480663,0.8560233472853573,0.259166824843508,14827,0,0,0.67798332626105,14827,1.0,2088.1707232501985,1243,0.5103290249222219,2193.443044326239,1128,0.6359614219082056,2159.481680406805,1118,0.4306812278205613,2184.5750134982627,1061,0.022567613232730366,2335.3811960216312,536,0.7404897702529201,2304.535478715916,434,0.07738775216846293,2218.985393681695,867,0.6998960024071141,2332.79677631579,152,0.7039852340778006,2199.7522870529588,138,0.6903800763083021,2258.9516418312905,146,0.7645456149590212,2193.417190603762,4000
random_random,3,3300.0809673497497,1567.3998123992515,1735.4648143833706,3302.864626782622,0.4745576914322652,0.8560773963545298,0.2591923960227367,14827,0,0,0.6779854131277994,14827,1.0,2092.311079778832,1266,0.5102350210532959,2151.48024511658,1128,0.6361022327264166,2149.0528444094566,1101,0.4307885499252227,2164.671956677916,1018,0.022565333644261047,2245.517103615377,556,0.7403891484592107,2346.3546732131213,403,0.0773880809759838,2231.0546871441898,903,0.6998227412676249,2252.1905230061366,165,0.7040876843884954,2236.7403398539072,158,0.690411275823871,2375.7485285714292,140,0.7645163777944683,2180.729863481077,4000
random_random,4,3299.772292604376,1567.7084871446223,1735.6954906083527,3303.403977752975,0.4745736512102286,0.8561260965192374,0.25916481976920885,14827,0,0,0.6779219974186597,14827,1.0,2060.8829140127386,1256,0.5102989105889986,2170.3373503024877,1126,0.6360564003567519,2204.734172460921,1153,0.43062354893245064,2196.691837321097,1020,0.022575158106503342,2318.4951835021398,548,0.7405472009361063,2374.2483821619585,431,0.07735787757768477,2232.32032714036,843,0.6997472599081955,2329.7019760479047,167,0.7042794080072359,2323.36754601227,163,0.6903829270360858,2337.11679738562,153,0.7645688071981357,2203.496126881321,4000
random_random,5,3300.0528487783213,1567.4279309706758,1735.1170856544522,3302.545016625128,0.47461213188016765,0.8557521320760664,0.25911899088980767,14827,0,0,0.6779796363055174,14827,1.0,2073.9399168026107,1226,0.5104626860873691,2167.329690083438,1112,0.6362732128041992,2131.4766568519217,1172,0.43061553513227463,2149.2789741137185,1026,0.022573484927606916,2336.803194800774,521,0.7405631778843491,2370.671591121552,420,0.07738971331182225,2177.6988277973473,894,0.6998350450413553,2303.6617368421053,152,0.7040330852058827,2313.706896234267,178,0.6906023517060204,2309.349572413794,145,0.7644656557772082,2178.329419659173,4000
round_robin_round_robin,1,3299.84727340671,1567.6335063422919,1737.6218057748372,3305.255312117129,0.47428514844082315,0.8571777400987066,0.2593378299571221,14827,0,0,0.677937401855929,14827,1.0,2163.8745811695917,1474,0.5096447760787473,2225.5410306362496,1294,0.6352568691940205,2202.0346425635244,1296,0.43046570874316603,2219.7813736035087,1173,0.02254847267477156,2287.852899541936,531,0.7403336457006663,2292.4934085151617,449,0.07738390063129347,2154.524429187232,857,0.7003291047279325,2233.218521713661,168,0.7041383250016805,2355.069829179679,156,0.6905992951414934,2190.5237794117656,136,0.7649914471080924,2211.060708677991,4000
round_robin_round_robin,2,3299.84727340671,1567.6335063422919,1737.6218057748372,3305.255312117129,0.47428514844082315,0.8571777400987066,0.2593378299571221,14827,0,0,0.677937401855929,14827,1.0,2163.8745811695917,1474,0.5096447760787473,2225.5410306362496,1294,0.6352568691940205,2202.0346425635244,1296,0.43046570874316603,2219.7813736035087,1173,0.02254847267477156,2287.852899541936,531,0.7403336457006663,2292.4934085151617,449,0.07738390063129347,2154.524429187232,857,0.7003291047279325,2233.218521713661,168,0.7041383250016805,2355.069829179679,156,0.6905992951414934,2190.5237794117656,136,0.7649914471080924,2211.060708677991,4000
round_robin_round_robin,3,3299.84727340671,1567.6335063422919,1737.6218057748372,3305.255312117129,0.47428514844082315,0.8571777400987066,0.2593378299571221,14827,0,0,0.677937401855929,14827,1.0,2163.8745811695917,1474,0.5096447760787473,2225.5410306362496,1294,0.6352568691940205,2202.0346425635244,1296,0.43046570874316603,2219.7813736035087,1173,0.02254847267477156,2287.852899541936,531,0.7403336457006663,2292.4934085151617,449,0.07738390063129347,2154.524429187232,857,0.7003291047279325,2233.218521713661,168,0.7041383250016805,2355.069829179679,156,0.6905992951414934,2190.5237794117656,136,0.7649914471080924,2211.060708677991,4000
round_robin_round_robin,4,3299.84727340671,1567.6335063422919,1737.6218057748372,3305.255312117129,0.47428514844082315,0.8571777400987066,0.2593378299571221,14827,0,0,0.677937401855929,14827,1.0,2163.8745811695917,1474,0.5096447760787473,2225.5410306362496,1294,0.6352568691940205,2202.0346425635244,1296,0.43046570874316603,2219.7813736035087,1173,0.02254847267477156,2287.852899541936,531,0.7403336457006663,2292.4934085151617,449,0.07738390063129347,2154.524429187232,857,0.7003291047279325,2233.218521713661,168,0.7041383250016805,2355.069829179679,156,0.6905992951414934,2190.5237794117656,136,0.7649914471080924,2211.060708677991,4000
round_robin_round_robin,5,3299.84727340671,1567.6335063422919,1737.6218057748372,3305.255312117129,0.47428514844082315,0.8571777400987066,0.2593378299571221,14827,0,0,0.677937401855929,14827,1.0,2163.8745811695917,1474,0.5096447760787473,2225.5410306362496,1294,0.6352568691940205,2202.0346425635244,1296,0.43046570874316603,2219.7813736035087,1173,0.02254847267477156,2287.852899541936,531,0.7403336457006663,2292.4934085151617,449,0.07738390063129347,2154.524429187232,857,0.7003291047279325,2233.218521713661,168,0.7041383250016805,2355.069829179679,156,0.6905992951414934,2190.5237794117656,136,0.7649914471080924,2211.060708677991,4000
min_queue_first_fit,1,3312.7717692795986,1554.7090104694043,1718.7669397504035,3273.4759502198076,0.47494132662407634,0.8470146143654645,0.25875082855231885,14827,0,0,0.6805926760023951,14827,1.0,2691.441969811321,795,0.5098871840626019,2720.87807515337,652,0.6371249839484942,2609.446713662789,688,0.4306085752360969,2520.438137645108,603,0.02270299861110868,2451.9508491803253,305,0.7440645058194377,2570.014138181819,275,0.07853354229185554,2705.1111615925065,427,0.7012321613869765,2422.5137142857143,119,0.7065195921242229,2497.23292631579,95,0.6922370377450716,2430.5800000000004,91,0.7661732742239257,2613.632792592591,4000
min_queue_first_fit,2,3312.7717692795986,1554.7090104694043,1718.7669397504035,3273.4759502198076,0.47494132662407634,0.8470146143654645,0.25875082855231885,14827,0,0,0.6805926760023951,14827,1.0,2691.441969811321,795,0.5098871840626019,2720.87807515337,652,0.6371249839484942,2609.446713662789,688,0.4306085752360969,2520.438137645108,603,0.02270299861110868,2451.9508491803253,305,0.7440645058194377,2570.014138181819,275,0.07853354229185554,2705.1111615925065,427,0.7012321613869765,2422.5137142857143,119,0.7065195921242229,2497.23292631579,95,0.6922370377450716,2430.5800000000004,91,0.7661732742239257,2613.632792592591,4000
min_queue_first_fit,3,3312.7717692795986,1554.7090104694043,1718.7669397504035,3273.4759502198076,0.47494132662407634,0.8470146143654645,0.25875082855231885,14827,0,0,0.6805926760023951,14827,1.0,2691.441969811321,795,0.5098871840626019,2720.87807515337,652,0.6371249839484942,2609.446713662789,688,0.4306085752360969,2520.438137645108,603,0.02270299861110868,2451.9508491803253,305,0.7440645058194377,2570.014138181819,275,0.07853354229185554,2705.1111615925065,427,0.7012321613869765,2422.5137142857143,119,0.7065195921242229,2497.23292631579,95,0.6922370377450716,2430.5800000000004,91,0.7661732742239257,2613.632792592591,4000
min_queue_first_fit,4,3312.7717692795986,1554.7090104694043,1718.7669397504035,3273.4759502198076,0.47494132662407634,0.8470146143654645,0.25875082855231885,14827,0,0,0.6805926760023951,14827,1.0,2691.441969811321,795,0.5098871840626019,2720.87807515337,652,0.6371249839484942,2609.446713662789,688,0.4306085752360969,2520.438137645108,603,0.02270299861110868,2451.9508491803253,305,0.7440645058194377,2570.014138181819,275,0.07853354229185554,2705.1111615925065,427,0.7012321613869765,2422.5137142857143,119,0.7065195921242229,2497.23292631579,95,0.6922370377450716,2430.5800000000004,91,0.7661732742239257,2613.632792592591,4000
min_queue_first_fit,5,3312.7717692795986,1554.7090104694043,1718.7669397504035,3273.4759502198076,0.47494132662407634,0.8470146143654645,0.25875082855231885,14827,0,0,0.6805926760023951,14827,1.0,2691.441969811321,795,0.5098871840626019,2720.87807515337,652,0.6371249839484942,2609.446713662789,688,0.4306085752360969,2520.438137645108,603,0.02270299861110868,2451.9508491803253,305,0.7440645058194377,2570.014138181819,275,0.07853354229185554,2705.1111615925065,427,0.7012321613869765,2422.5137142857143,119,0.7065195921242229,2497.23292631579,95,0.6922370377450716,2430.5800000000004,91,0.7661732742239257,2613.632792592591,4000
green_aware_best_fit,1,3338.960527679611,1528.5202520693754,1666.3319941483694,3194.852246217745,0.47843221979324024,0.8194688229989232,0.25649662639925175,14827,0,0,0.6859730276843126,14827,1.0,0.0,0,0.5157230387384995,0.0,0,0.643490818735516,0.0,0,0.43370528388218904,0.0,0,0.023145794711566418,2686.1891428571425,21,0.7468326519600812,0.0,0,0.08480666813663046,2559.874072606907,451,0.7015305289762237,2419.428588235294,51,0.7081347501167014,2700.2760000000003,9,0.6954572253227204,2351.498463768116,69,0.7666745085565762,2530.5489430045172,4000
green_aware_best_fit,2,3338.960527679611,1528.5202520693754,1666.3319941483694,3194.852246217745,0.47843221979324024,0.8194688229989232,0.25649662639925175,14827,0,0,0.6859730276843126,14827,1.0,0.0,0,0.5157230387384995,0.0,0,0.643490818735516,0.0,0,0.43370528388218904,0.0,0,0.023145794711566418,2686.1891428571425,21,0.7468326519600812,0.0,0,0.08480666813663046,2559.874072606907,451,0.7015305289762237,2419.428588235294,51,0.7081347501167014,2700.2760000000003,9,0.6954572253227204,2351.498463768116,69,0.7666745085565762,2530.5489430045172,4000
green_aware_best_fit,3,3338.960527679611,1528.5202520693754,1666.3319941483694,3194.852246217745,0.47843221979324024,0.8194688229989232,0.25649662639925175,14827,0,0,0.6859730276843126,14827,1.0,0.0,0,0.5157230387384995,0.0,0,0.643490818735516,0.0,0,0.43370528388218904,0.0,0,0.023145794711566418,2686.1891428571425,21,0.7468326519600812,0.0,0,0.08480666813663046,2559.874072606907,451,0.7015305289762237,2419.428588235294,51,0.7081347501167014,2700.2760000000003,9,0.6954572253227204,2351.498463768116,69,0.7666745085565762,2530.5489430045172,4000
green_aware_best_fit,4,3338.960527679611,1528.5202520693754,1666.3319941483694,3194.852246217745,0.47843221979324024,0.8194688229989232,0.25649662639925175,14827,0,0,0.6859730276843126,14827,1.0,0.0,0,0.5157230387384995,0.0,0,0.643490818735516,0.0,0,0.43370528388218904,0.0,0,0.023145794711566418,2686.1891428571425,21,0.7468326519600812,0.0,0,0.08480666813663046,2559.874072606907,451,0.7015305289762237,2419.428588235294,51,0.7081347501167014,2700.2760000000003,9,0.6954572253227204,2351.498463768116,69,0.7666745085565762,2530.5489430045172,4000
green_aware_best_fit,5,3338.960527679611,1528.5202520693754,1666.3319941483694,3194.852246217745,0.47843221979324024,0.8194688229989232,0.25649662639925175,14827,0,0,0.6859730276843126,14827,1.0,0.0,0,0.5157230387384995,0.0,0,0.643490818735516,0.0,0,0.43370528388218904,0.0,0,0.023145794711566418,2686.1891428571425,21,0.7468326519600812,0.0,0,0.08480666813663046,2559.874072606907,451,0.7015305289762237,2419.428588235294,51,0.7081347501167014,2700.2760000000003,9,0.6954572253227204,2351.498463768116,69,0.7666745085565762,2530.5489430045172,4000
green_queue_balanced_min_load,1,3300.139765267704,1567.3410144812956,1716.7012958426756,3284.042310323971,0.477259689850548,0.8476800019071038,0.2581209137416625,14827,0,0,0.6779974928710211,14827,1.0,2186.6822421875,1408,0.5092919182798176,2288.3781713893377,1286,0.6355874717110661,2256.023404048582,1235,0.4306395675435214,0.0,0,0.023145794711566418,2285.716785566856,485,0.7406469174103832,1382.6628106060605,132,0.08180861969751371,2234.958596957496,907,0.6996004556873808,2316.3493956834527,139,0.7041459273643198,2301.9165723684196,152,0.6911719243906854,2414.640661764706,136,0.7657870695035887,2232.370480246099,4000
green_queue_balanced_min_load,2,3300.139765267704,1567.3410144812956,1716.7012958426756,3284.042310323971,0.477259689850548,0.8476800019071038,0.2581209137416625,14827,0,0,0.6779974928710211,14827,1.0,2186.6822421875,1408,0.5092919182798176,2288.3781713893377,1286,0.6355874717110661,2256.023404048582,1235,0.4306395675435214,0.0,0,0.023145794711566418,2285.716785566856,485,0.7406469174103832,1382.6628106060605,132,0.08180861969751371,2234.958596957496,907,0.6996004556873808,2316.3493956834527,139,0.7041459273643198,2301.9165723684196,152,0.6911719243906854,2414.640661764706,136,0.7657870695035887,2232.370480246099,4000
green_queue_balanced_min_load,3,3300.139765267704,1567.3410144812956,1716.7012958426756,3284.042310323971,0.477259689850548,0.8476800019071038,0.2581209137416625,14827,0,0,0.6779974928710211,14827,1.0,2186.6822421875,1408,0.5092919182798176,2288.3781713893377,1286,0.6355874717110661,2256.023404048582,1235,0.4306395675435214,0.0,0,0.023145794711566418,2285.716785566856,485,0.7406469174103832,1382.6628106060605,132,0.08180861969751371,2234.958596957496,907,0.6996004556873808,2316.3493956834527,139,0.7041459273643198,2301.9165723684196,152,0.6911719243906854,2414.640661764706,136,0.7657870695035887,2232.370480246099,4000
green_queue_balanced_min_load,4,3300.139765267704,1567.3410144812956,1716.7012958426756,3284.042310323971,0.477259689850548,0.8476800019071038,0.2581209137416625,14827,0,0,0.6779974928710211,14827,1.0,2186.6822421875,1408,0.5092919182798176,2288.3781713893377,1286,0.6355874717110661,2256.023404048582,1235,0.4306395675435214,0.0,0,0.023145794711566418,2285.716785566856,485,0.7406469174103832,1382.6628106060605,132,0.08180861969751371,2234.958596957496,907,0.6996004556873808,2316.3493956834527,139,0.7041459273643198,2301.9165723684196,152,0.6911719243906854,2414.640661764706,136,0.7657870695035887,2232.370480246099,4000
green_queue_balanced_min_load,5,3300.139765267704,1567.3410144812956,1716.7012958426756,3284.042310323971,0.477259689850548,0.8476800019071038,0.2581209137416625,14827,0,0,0.6779974928710211,14827,1.0,2186.6822421875,1408,0.5092919182798176,2288.3781713893377,1286,0.6355874717110661,2256.023404048582,1235,0.4306395675435214,0.0,0,0.023145794711566418,2285.716785566856,485,0.7406469174103832,1382.6628106060605,132,0.08180861969751371,2234.958596957496,907,0.6996004556873808,2316.3493956834527,139,0.7041459273643198,2301.9165723684196,152,0.6911719243906854,2414.640661764706,136,0.7657870695035887,2232.370480246099,4000
