green_waste_wh,green_used_wh,brown_used_wh,total_energy_wh,green_ratio,total_carbon_kg,carbon_intensity,total_cloudlets,remaining_cloudlets,routed_cloudlets,deadline_forced_count,ontime_mi_share,total_finished_cloudlets,total_created_cloudlets,waste_ratio,routed_cloudlets_count,routed_rate,completion_rate,completion_rate_mi,carbon_per_completion_mi,completion_time_dc_0,finished_dc_0,received_dc_0,green_ratio_dc_0,completion_time_dc_1,finished_dc_1,received_dc_1,green_ratio_dc_1,completion_time_dc_2,finished_dc_2,received_dc_2,green_ratio_dc_2,completion_time_dc_3,finished_dc_3,received_dc_3,green_ratio_dc_3,completion_time_dc_4,finished_dc_4,received_dc_4,green_ratio_dc_4,mean_completion_time,total_received_cloudlets,sum_finished_dc,finished_rate,carbon_per_finished_cloudlet,episode,episode_length,global_decision_us_mean,global_decision_us_p50,global_decision_us_p95,global_decision_us_p99,global_decision_count,local_decision_us_mean,local_decision_us_p50,local_decision_us_p95,local_decision_us_p99,local_decision_count,episode_wall_s,peak_cpu_rss_mb,peak_gpu_mem_mb
1274.774431650738,678.1787803233324,380.2929384266665,1058.471718749999,0.6407150690093325,0.08441878343956627,0.07975535098780018,8000,0,0,0,1.0,8000,8000,0.6527419212271754,8000,1.0,1.0,1.0,0.08441878343956627,2842.7533986228054,4157,4157,0.6382715584001073,3343.3254906323177,3843,3843,0.6435438163613353,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,3083.2157173218748,8000,8000,1.0,1.0552347929945783e-05,1,6161,1405.2209829573121,1374.227,1750.102,2160.4984,6161,490.57368014932644,462.784,620.8974,683.6235599999997,30805,594.801682352,1475.421875,0.0
