green_waste_wh,green_used_wh,brown_used_wh,total_energy_wh,green_ratio,total_carbon_kg,carbon_intensity,total_cloudlets,remaining_cloudlets,routed_cloudlets,deadline_forced_count,ontime_mi_share,total_finished_cloudlets,total_created_cloudlets,waste_ratio,routed_cloudlets_count,routed_rate,completion_rate,completion_rate_mi,carbon_per_completion_mi,completion_time_dc_0,finished_dc_0,received_dc_0,green_ratio_dc_0,completion_time_dc_1,finished_dc_1,received_dc_1,green_ratio_dc_1,completion_time_dc_2,finished_dc_2,received_dc_2,green_ratio_dc_2,completion_time_dc_3,finished_dc_3,received_dc_3,green_ratio_dc_3,completion_time_dc_4,finished_dc_4,received_dc_4,green_ratio_dc_4,mean_completion_time,total_received_cloudlets,sum_finished_dc,finished_rate,carbon_per_finished_cloudlet,episode,episode_length,global_decision_us_mean,global_decision_us_p50,global_decision_us_p95,global_decision_us_p99,global_decision_count,local_decision_us_mean,local_decision_us_p50,local_decision_us_p95,local_decision_us_p99,local_decision_count,episode_wall_s,peak_cpu_rss_mb,peak_gpu_mem_mb
1449.256823808102,759.4449148754172,480.9560360794442,1240.4009509548614,0.6122576045195677,0.13016768517766966,0.1049400075656718,8000,0,0,0,1.0,8000,8000,0.6561577774063424,8000,1.0,1.0,1.0,0.13016768517766966,2948.323840425811,3828,3828,0.6026198092376023,3128.62061468787,3348,3348,0.629739845425187,3401.8868706614066,824,824,0.5966815100632322,0.0,0,0,0.0,0.0,0,0,0.0,3070.495032568749,8000,8000,1.0,1.6270960647208708e-05,1,6121,1381.716013233132,1368.957,1798.77,2145.717000000002,6121,476.49079349779447,449.88,600.052,661.82804,30605,589.757203943,1487.76171875,0.0
