algorithm,episodes,avg_episode_length,avg_routed_rate,avg_finished_rate,avg_green_ratio,avg_waste_ratio,avg_green_used_wh,avg_brown_used_wh,avg_total_energy_wh,avg_carbon_kg,avg_carbon_intensity,avg_carbon_per_cloudlet_g,avg_global_decision_us_mean,avg_global_decision_us_p50,avg_global_decision_us_p95,avg_global_decision_us_p99,sum_global_decision_count,avg_local_decision_us_mean,avg_local_decision_us_p50,avg_local_decision_us_p95,avg_local_decision_us_p99,sum_local_decision_count
Round-Robin,3,2108.0,100.0,100.0,64.76485532729815,95.98382670704984,1398.9345079391703,761.0865418562183,2160.0210497953885,0.396719597842394,0.1836646906195539,0.026756565579172727,2.277479285262492,2.2776666666666667,2.7369499999999998,2.918953333333333,6324,3.8839505376344086,0.7083333333333334,10.396,11.298769999999998,63240
PPO_Simple,3,1000.0,100.0,99.83999999999999,53.99403086542548,96.14475157653244,516.4675085106979,440.0595375954533,956.5270461061513,0.2296347043483262,0.24007131349095415,0.046000541736443544,4518.889889666666,4497.399,4801.64985,5236.222559999999,3000,1801.384514766667,1755.3988333333334,2054.4277666666662,2479.4545200000002,30000
PPO_MLP,3,4000.0,100.0,82.74094557226682,68.49853671132115,94.58374641199464,2636.351023786265,1212.4188191329342,3848.7698429192,0.6243009554274892,0.1622079212078766,0.05088856826112562,5544.196102000001,4977.1134999999995,8658.499233333332,11487.979366666666,12000,2180.905246208333,1911.8776666666665,3035.9591833333325,5397.659373333333,120000
PPO_ResMLP,3,4000.0,100.0,98.95460983341202,66.2264930469505,95.09575344849796,2387.132582858646,1217.365365064274,3604.49794792292,0.6233049838623953,0.1729242165948722,0.04248261885648823,2526.7145591666663,1948.9315,8278.31756666666,12750.621236666653,12000,1834.1731604166664,234.42966666666666,4465.780316666666,9956.611730000002,120000
PPO_gMLP,3,4000.0,100.0,99.49416604842517,67.59455687413816,94.92530021043495,2470.1003688704136,1184.1885015629985,3654.2888704334123,0.6079415226466295,0.16636383827382684,0.04121078651346459,1044.6034841666667,627.1491666666666,5672.845999999993,11626.695833333319,12000,342.3033769833333,186.33866666666665,432.9978333333333,7189.666786666709,120000
