algorithm,episodes,avg_episode_length,avg_routed_rate,avg_finished_rate,avg_green_ratio,avg_waste_ratio,avg_green_used_wh,avg_brown_used_wh,avg_total_energy_wh,avg_carbon_kg,avg_carbon_intensity,avg_carbon_per_cloudlet_g,avg_global_decision_us_mean,avg_global_decision_us_p50,avg_global_decision_us_p95,avg_global_decision_us_p99,sum_global_decision_count,avg_local_decision_us_mean,avg_local_decision_us_p50,avg_local_decision_us_p95,avg_local_decision_us_p99,sum_local_decision_count
Round-Robin,1,2108.0,100.0,100.0,64.76485532729815,95.98382670704984,1398.93450793917,761.0865418562182,2160.0210497953885,0.396719597842394,0.18366469061955387,0.026756565579172727,1.8380578747628085,1.864,2.2408499999999987,2.50493,2108,3.861249715370019,0.671,10.36,11.193099999999992,21080
