green_waste_wh,green_used_wh,brown_used_wh,total_energy_wh,green_ratio,total_carbon_kg,carbon_intensity,total_cloudlets,remaining_cloudlets,routed_cloudlets,deadline_forced_count,ontime_mi_share,total_finished_cloudlets,total_created_cloudlets,waste_ratio,routed_cloudlets_count,routed_rate,completion_rate,completion_rate_mi,carbon_per_completion_mi,completion_time_dc_0,finished_dc_0,received_dc_0,green_ratio_dc_0,completion_time_dc_1,finished_dc_1,received_dc_1,green_ratio_dc_1,completion_time_dc_2,finished_dc_2,received_dc_2,green_ratio_dc_2,completion_time_dc_3,finished_dc_3,received_dc_3,green_ratio_dc_3,completion_time_dc_4,finished_dc_4,received_dc_4,green_ratio_dc_4,mean_completion_time,total_received_cloudlets,sum_finished_dc,finished_rate,carbon_per_finished_cloudlet,episode,episode_length,planner_info_source,planner_allow_defer,planner_reserves,planner_backstop_margin,planner_cpu_util,planner_effective_mips,planner_decision_horizon,planner_n_plan,planner_n_dispatch,planner_n_defer,planner_n_fallback,planner_n_drain_pulled,planner_n_drain_dispatched,planner_n_drain_waited,planner_n_stale_dropped,planner_open_reservations,planner_active,planner_occ_max_over_cap,planner_drift_abs_max,planner_drift_abs_mean,planner_drift_step_max,planner_n_unplanned_start,planner_n_wrong_dc,planner_n_running_unknown,planner_n_dispatched_never_started,planner_running_pes_over_cap,planner_cap_observed,planner_cap_config,global_decision_us_mean,global_decision_us_p50,global_decision_us_p95,global_decision_us_p99,global_decision_count,local_decision_us_mean,local_decision_us_p50,local_decision_us_p95,local_decision_us_p99,local_decision_count,episode_wall_s,peak_cpu_rss_mb,peak_gpu_mem_mb
2970.1261114751183,959.3342984060683,511.8743085383896,1471.2086069444579,0.6520722444647076,0.14932662898776378,0.10149928995990523,8000,0,0,223,1.0,8000,8000,0.7558610602123167,8000,1.0,1.0,1.0,0.14932662898776378,4732.458771383957,3602,3602,0.6677939217382738,3224.218404529415,2550,2550,0.7012915066855552,4496.025881926403,1848,1848,0.556683651574169,0.0,0,0,0.0,0.0,0,0,0.0,4197.0911569843765,8000,8000,1.0,1.8665828623470473e-05,1,11599,persistence,1,1,2,0.5,20000.0,7200,8000,7777,1321536,0,0,0,0,223,0,1,0.0,271.0,208.42589878437798,10457,223,0,17200,0,0.0,480;384;296;240;144,600;480;296;240;184,935.0233288214499,531.363,3068.088000000002,3949.5031800000015,11599,3.1664423139925852,1.764,9.578,11.231,57995,1220.402303173,1332.01171875,0.0
