green_waste_wh,green_used_wh,brown_used_wh,total_energy_wh,green_ratio,total_carbon_kg,carbon_intensity,total_cloudlets,remaining_cloudlets,routed_cloudlets,total_created_cloudlets,total_finished_cloudlets,waste_ratio,routed_cloudlets_count,routed_rate,completion_rate,completion_time_dc_0,finished_dc_0,received_dc_0,green_ratio_dc_0,completion_time_dc_1,finished_dc_1,received_dc_1,green_ratio_dc_1,completion_time_dc_2,finished_dc_2,received_dc_2,green_ratio_dc_2,completion_time_dc_3,finished_dc_3,received_dc_3,green_ratio_dc_3,completion_time_dc_4,finished_dc_4,received_dc_4,green_ratio_dc_4,completion_time_dc_5,finished_dc_5,received_dc_5,green_ratio_dc_5,completion_time_dc_6,finished_dc_6,received_dc_6,green_ratio_dc_6,completion_time_dc_7,finished_dc_7,received_dc_7,green_ratio_dc_7,completion_time_dc_8,finished_dc_8,received_dc_8,green_ratio_dc_8,completion_time_dc_9,finished_dc_9,received_dc_9,green_ratio_dc_9,mean_completion_time,total_received_cloudlets,sum_finished_dc,finished_rate,carbon_per_finished_cloudlet,episode,episode_length
3300.152793307382,1567.3279864416168,1734.9045633029277,3302.2325497445445,0.47462677531988556,0.8554837153520345,0.2590622260743609,14827,0,0,14827,6744,0.6780001694177333,14827,1.0,1.0,2137.8170152877715,1112,2530,0.5105545416613859,2215.5100102549036,1266,1505,0.6361230037309572,2231.4709811398584,1224,1880,0.43041730316194426,2152.2922944983825,927,1951,0.022583310698663418,2361.4762699912126,539,1372,0.7401374462547216,2224.583903041822,377,662,0.07761557897232901,2293.615959160162,901,1406,0.6998362735890044,2288.394221510594,143,1378,0.70429571055559,2349.8129467102603,142,871,0.6903497489715366,2433.819963676891,113,1272,0.7645796133767877,2227.5461032143526,14827,6744,0.4548458892560869,0.00012685108472005257,1,4000
