episode,id,dc,pes,mi,runtime_steps,t_c,latest,s_f,t_release,reason,r_release,t_s,k,route_to_start_steps,stale
1,2,1,32,1920000.0,48,41,112,112,49,green,1.0,49.0,8.0,0.0,False
1,18,0,32,1920000.0,48,295,366,366,365,margin,1.0,365.0,70.0,0.0,False
1,19,2,32,1920000.0,48,307,378,378,377,margin,1.0,377.0,70.0,0.0,False
1,20,2,32,1920000.0,48,323,394,394,393,margin,1.0,393.0,70.0,0.0,False
1,21,2,32,1920000.0,48,335,406,406,405,margin,1.0,405.0,70.0,0.0,False
1,22,2,32,1920000.0,48,356,427,427,425,green,1.0,425.0,69.0,0.0,False
1,23,1,32,1920000.0,48,373,444,444,423,green,1.0,423.0,50.0,0.0,False
1,24,2,32,1920000.0,48,397,468,468,441,green,1.0,441.0,44.0,0.0,False
1,25,2,32,1920000.0,48,402,473,473,445,green,1.0,445.0,43.0,0.0,False
1,26,2,32,1920000.0,48,421,492,492,473,green,1.0,473.0,52.0,0.0,False
