episode,id,dc,pes,mi,runtime_steps,t_c,latest,s_f,t_release,reason,r_release,t_s,k,route_to_start_steps,stale
1,2,0,32,1920000.0,48,41,112,112,42,green,1.0,42.0,1.0,0.0,False
1,3,0,32,1920000.0,48,48,119,119,49,green,1.0,49.0,1.0,0.0,False
1,4,0,32,1920000.0,48,62,133,133,63,green,1.0,63.0,1.0,0.0,False
1,5,0,32,1920000.0,48,92,163,163,93,green,1.0,93.0,1.0,0.0,False
1,6,0,32,1920000.0,48,100,171,171,101,green,1.0,101.0,1.0,0.0,False
1,7,0,32,1920000.0,48,123,194,194,124,green,1.0,124.0,1.0,0.0,False
1,8,0,32,1920000.0,48,134,205,205,135,green,1.0,135.0,1.0,0.0,False
1,9,0,32,1920000.0,48,150,221,221,151,green,1.0,151.0,1.0,0.0,False
1,17,1,32,1920000.0,48,273,344,344,279,green,1.0,279.0,6.0,0.0,False
1,20,0,32,1920000.0,48,323,394,394,379,green,1.0,379.0,56.0,0.0,False
1,22,0,32,1920000.0,48,356,427,427,426,margin,1.0,426.0,70.0,0.0,False
1,23,0,32,1920000.0,48,373,444,444,429,green,1.0,429.0,56.0,0.0,False
1,24,0,32,1920000.0,48,397,468,468,431,green,1.0,431.0,34.0,0.0,False
1,25,0,32,1920000.0,48,402,473,473,434,green,1.0,434.0,32.0,0.0,False
1,26,0,32,1920000.0,48,421,492,492,484,green,1.0,484.0,63.0,0.0,False
1,28,0,32,1920000.0,48,457,528,528,511,green,1.0,511.0,54.0,0.0,False
1,29,0,32,1920000.0,48,473,544,544,543,margin,1.0,543.0,70.0,0.0,False
1,30,0,32,1920000.0,48,486,557,557,556,margin,1.0,556.0,70.0,0.0,False
