episode,id,dc,pes,mi,runtime_steps,t_c,latest,s_f,t_release,reason,r_release,t_s,k,route_to_start_steps,stale
1,4,0,32,1920000.0,48,62,133,133,63,green,1.0,63.0,1.0,0.0,False
1,6,0,32,1920000.0,48,100,171,171,133,green,1.0,133.0,33.0,0.0,False
1,7,0,32,1920000.0,48,123,194,194,140,green,1.0,140.0,17.0,0.0,False
1,8,0,32,1920000.0,48,134,205,205,150,green,1.0,150.0,16.0,0.0,False
1,9,0,32,1920000.0,48,150,221,221,188,green,1.0,188.0,38.0,0.0,False
1,10,0,32,1920000.0,48,159,230,230,192,green,1.0,192.0,33.0,0.0,False
1,11,0,32,1920000.0,48,174,245,245,197,green,1.0,197.0,23.0,0.0,False
1,13,0,32,1920000.0,48,221,292,292,282,green,1.0,282.0,61.0,0.0,False
1,14,0,32,1920000.0,48,227,298,298,287,green,1.0,287.0,60.0,0.0,False
1,16,0,32,1920000.0,48,256,327,327,289,green,1.0,289.0,33.0,0.0,False
1,17,0,32,1920000.0,48,273,344,344,290,green,1.0,290.0,17.0,0.0,False
1,18,0,32,1920000.0,48,295,366,366,330,green,1.0,330.0,35.0,0.0,False
1,19,0,32,1920000.0,48,307,378,378,331,green,1.0,331.0,24.0,0.0,False
1,20,0,32,1920000.0,48,323,394,394,332,green,1.0,332.0,9.0,0.0,False
1,21,0,32,1920000.0,48,335,406,406,336,green,1.0,336.0,1.0,0.0,False
1,22,0,32,1920000.0,48,356,427,427,357,green,1.0,357.0,1.0,0.0,False
1,23,0,32,1920000.0,48,373,444,444,380,green,1.0,380.0,7.0,0.0,False
1,32,0,32,1920000.0,48,520,591,591,521,green,1.0,521.0,1.0,0.0,False
