step,defers,green_w_dc0,green_w_dc1,green_w_dc2,green_w_dc3,green_w_dc4,power_w_dc0,power_w_dc1,power_w_dc2,power_w_dc3,power_w_dc4,greenratio_dc0,greenratio_dc1,greenratio_dc2,greenratio_dc3,greenratio_dc4,waste_wh_dc0,waste_wh_dc1,waste_wh_dc2,waste_wh_dc3,waste_wh_dc4,queue_dc0,queue_dc1,queue_dc2,queue_dc3,queue_dc4,util_dc0,util_dc1,util_dc2,util_dc3,util_dc4,routed_dc0,routed_dc1,routed_dc2,routed_dc3,routed_dc4
0,0,25.559999465942383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,26,26,25,25
1,0,120.55999755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06697777658700943,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26,26,26,25,25
2,0,135.26666259765625,0.0,0.0,0.0,0.0,26.375,26.375,25.966562271118164,27.233125686645508,25.1875,1.0,0.0,0.0,0.0,0.0,0.09722546488046646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012499999720603228,0.0015625000232830644,0.0006249999860301614,0.0015625000232830644,0.0020833334419876337,128,0,0,0,0
3,0,4.0333333015441895,0.0,0.0,0.0,0.0,52.75,52.75,53.19968795776367,27.233125686645508,25.1875,0.38430753350257874,0.0,0.0,0.0,0.0,0.09722546488046646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.0031250000465661287,0.0018749999580904841,0.0015625000232830644,0.0020833334419876337,128,0,0,0,0
4,0,0.0,0.0,0.0,0.0,0.0,106.6875,52.75,53.19968795776367,27.233125686645508,25.1875,0.16365063190460205,0.0,0.0,0.0,0.0,0.09722546488046646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005625000223517418,0.0031250000465661287,0.0018749999580904841,0.0015625000232830644,0.0020833334419876337,128,0,0,0,0
5,0,0.0,0.0,0.0,0.0,0.0,163.0,52.75,53.19968795776367,27.233125686645508,25.1875,0.08717673271894455,0.0,0.0,0.0,0.0,0.09722546488046646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0031250000465661287,0.0018749999580904841,0.0015625000232830644,0.0020833334419876337,128,0,0,0,0
6,0,0.0,0.0,0.0,0.0,0.0,163.0,52.75,53.19968795776367,27.233125686645508,25.1875,0.059413034468889236,0.0,0.0,0.0,0.0,0.09722546488046646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.0031250000465661287,0.0018749999580904841,0.0015625000232830644,0.0020833334419876337,128,0,0,0,0
7,0,0.0,0.0,0.0,0.0,0.0,215.75,52.75,53.19968795776367,27.233125686645508,25.1875,0.041794806718826294,0.0,0.0,0.0,0.0,0.09722546488046646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012500000186264515,0.0031250000465661287,0.0018749999580904841,0.0015625000232830644,0.0020833334419876337,128,0,0,0,0
8,0,0.0,0.0,0.0,0.0,0.0,220.5,52.75,53.19968795776367,27.233125686645508,25.1875,0.03207418695092201,0.0,0.0,0.0,0.0,0.09722546488046646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014999999664723873,0.0031250000465661287,0.0018749999580904841,0.0015625000232830644,0.0020833334419876337,128,0,0,0,0
9,0,0.0,0.0,0.0,0.0,0.0,246.875,52.75,53.19968795776367,27.233125686645508,25.1875,0.025447634980082512,0.0,0.0,0.0,0.0,0.09722546488046646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016249999403953552,0.0031250000465661287,0.0018749999580904841,0.0015625000232830644,0.0020833334419876337,128,0,0,0,0
