algorithm,episodes,avg_episode_length,avg_routed_rate,avg_finished_rate,avg_green_ratio,avg_waste_ratio,avg_green_used_wh,avg_brown_used_wh,avg_total_energy_wh,avg_carbon_kg,avg_carbon_intensity,avg_carbon_per_cloudlet_g,avg_global_decision_us_mean,avg_global_decision_us_p50,avg_global_decision_us_p95,avg_global_decision_us_p99,sum_global_decision_count,avg_local_decision_us_mean,avg_local_decision_us_p50,avg_local_decision_us_p95,avg_local_decision_us_p99,sum_local_decision_count
PPO_Simple,1,1000.0,100.0,99.83999999999999,53.99403086542548,96.14475157653244,516.4675085106979,440.0595375954533,956.5270461061513,0.2296347043483262,0.24007131349095415,0.046000541736443544,3873.849153,3839.067,4258.0266,4674.00025,1000,1688.5103638,1658.894,1889.481399999997,2310.56332,10000
