green_waste_wh,green_used_wh,brown_used_wh,total_energy_wh,green_ratio,total_carbon_kg,carbon_intensity,total_cloudlets,remaining_cloudlets,routed_cloudlets,deadline_forced_count,ontime_mi_share,total_finished_cloudlets,total_created_cloudlets,waste_ratio,routed_cloudlets_count,routed_rate,completion_rate,completion_rate_mi,carbon_per_completion_mi,completion_time_dc_0,finished_dc_0,received_dc_0,green_ratio_dc_0,completion_time_dc_1,finished_dc_1,received_dc_1,green_ratio_dc_1,completion_time_dc_2,finished_dc_2,received_dc_2,green_ratio_dc_2,completion_time_dc_3,finished_dc_3,received_dc_3,green_ratio_dc_3,completion_time_dc_4,finished_dc_4,received_dc_4,green_ratio_dc_4,mean_completion_time,total_received_cloudlets,sum_finished_dc,finished_rate,carbon_per_finished_cloudlet,ep_global_carbon_cap_count,defer_urgency_cost_sum,ep_global_carbon_max_ratio,ep_spatial_sample_count,ep_carbon_raw_kg_sum,ep_route_to_start_n,ep_opt_release_failed,ep_spatial_term_sum,ep_opt_created,ep_opt_release_unknown,ep_opt_released,ep_carbon_norm_sample_count,ep_carbon_norm_sum,ep_carbon_norm_clip_count,ep_completion_term_sum,ep_carbon_level_term_sum,ep_route_to_start_p95_sec,ep_opt_held_open,ep_route_to_start_max_sec,ep_mask_route_count,ep_mask_routed_ids,ep_mask_routed_ids_sha,ep_mask_routed_ids_unknown,ep_opt_refused,ep_opt_term_green,ep_opt_term_margin,ep_opt_routes_seen,ep_opt_release_nan,ep_opt_hold_refused,ep_opt_hold_masked,ep_opt_route_to_start_max_steps,ep_opt_start_unknown,ep_opt_stale,ep_opt_ledger_sha,option_ledger_path,cover_decisions,cover_missing,episode,episode_length,global_reward_sum,global_reward_discounted_sum,discount_gamma,local_reward_sum,global_defer_actions,global_route_actions,global_defer_action_rate,green_episode_offset_rows,global_decision_us_mean,global_decision_us_p50,global_decision_us_p95,global_decision_us_p99,global_decision_count,local_decision_us_mean,local_decision_us_p50,local_decision_us_p95,local_decision_us_p99,local_decision_count,episode_wall_s,peak_cpu_rss_mb,peak_gpu_mem_mb
65.74679258148153,28.355595370370416,2.2737379629629633,30.629333333333378,0.9257659989455764,0.001420424935185186,0.046374660516667596,35,0,0,0,1.0,35,35,0.6986729456336568,35,1.0,1.0,0.9999999999999998,0.0014204249351851862,315.0625,16,16,0.922232590222764,402.14285714285717,14,14,0.9222495931391042,398.2,5,5,0.9469317411924119,0.0,0,0,0.0,0.0,0,0,0.0,361.77142857142854,35,35,1.0,4.05835695767196e-05,0,0.0,0.3001318518518518,0,1.2973396709323581,35,0,0.0,25,0,25,35,25.94679341864717,0,35.0,0.0,1.0,0,1.0,0,,e3b0c44298fc1c14,0,0,0,25,10,0,0,0,0.0,0,0,16111a4dd9da1290,/home/joshua/rl-cloudsimplus-greenscheduling/g1/compressed_timecap_s2/stage_a_out/f_fits/cover_diag/F3/k1_option_ledger.csv,35,0,1,668,6.89150129629634,8.068242719793602,0.999,6.931471805599452,25,10,0.7142857142857143,4240,15.086365269461076,13.125,33.525999999999996,51.204290000000064,668,3.372289221556886,1.773,10.851499999999998,14.794600000000006,3340,28.487419244,1215.1484375,0.0
