episode,id,dc,pes,mi,runtime_steps,t_c,latest,s_f,kappa,t_release,reason,r_release,t_s,k,route_to_start_steps,stale
1,0,1,32,1920000.0,48,9,80,37,27,36,offset,1.0,36.0,27.0,0.0,False
1,1,1,32,1920000.0,48,29,100,99,69,98,offset,1.0,98.0,69.0,0.0,False
1,2,2,32,1920000.0,48,41,112,112,70,111,offset,1.0,111.0,70.0,0.0,False
1,3,0,32,1920000.0,48,48,119,118,69,117,offset,1.0,117.0,69.0,0.0,False
1,4,1,32,1920000.0,48,62,133,126,63,125,offset,1.0,125.0,63.0,0.0,False
1,5,0,32,1920000.0,48,92,163,144,51,143,offset,1.0,143.0,51.0,0.0,False
1,6,1,32,1920000.0,48,100,171,164,63,163,offset,1.0,163.0,63.0,0.0,False
1,7,0,32,1920000.0,48,123,194,166,42,165,offset,1.0,165.0,42.0,0.0,False
1,8,0,32,1920000.0,48,134,205,183,48,182,offset,1.0,182.0,48.0,0.0,False
1,9,1,32,1920000.0,48,150,221,220,69,219,offset,1.0,219.0,69.0,0.0,False
1,10,2,32,1920000.0,48,159,230,214,54,213,offset,1.0,213.0,54.0,0.0,False
1,11,0,32,1920000.0,48,174,245,238,63,237,offset,1.0,237.0,63.0,0.0,False
1,12,0,32,1920000.0,48,201,272,238,36,237,offset,1.0,237.0,36.0,0.0,False
1,14,0,32,1920000.0,48,227,298,237,9,236,offset,1.0,236.0,9.0,0.0,False
1,19,2,32,1920000.0,48,307,378,378,70,377,offset,1.0,377.0,70.0,0.0,False
1,20,2,32,1920000.0,48,323,394,394,70,393,offset,1.0,393.0,70.0,0.0,False
1,21,2,32,1920000.0,48,335,406,406,70,405,offset,1.0,405.0,70.0,0.0,False
1,22,2,32,1920000.0,48,356,427,427,70,426,offset,1.0,426.0,70.0,0.0,False
1,23,1,32,1920000.0,48,373,444,437,63,436,offset,1.0,436.0,63.0,0.0,False
1,24,0,32,1920000.0,48,397,468,455,57,454,offset,1.0,454.0,57.0,0.0,False
1,25,0,32,1920000.0,48,402,473,457,54,456,offset,1.0,456.0,54.0,0.0,False
1,26,0,32,1920000.0,48,421,492,458,36,457,offset,1.0,457.0,36.0,0.0,False
1,27,0,32,1920000.0,48,445,516,461,15,460,offset,1.0,460.0,15.0,0.0,False
1,28,0,32,1920000.0,48,457,528,467,9,466,offset,1.0,466.0,9.0,0.0,False
1,29,0,32,1920000.0,48,473,544,486,12,485,offset,1.0,485.0,12.0,0.0,False
1,30,0,32,1920000.0,48,486,557,505,18,504,offset,1.0,504.0,18.0,0.0,False
