episode,id,dc,pes,mi,runtime_steps,t_c,latest,s_f,kappa,t_release,reason,r_release,t_s,k,route_to_start_steps,stale
1,0,2,32,1920000.0,48,9,80,80,70,79,offset,1.0,79.0,70.0,0.0,False
1,1,1,32,1920000.0,48,29,100,90,60,89,offset,1.0,89.0,60.0,0.0,False
1,2,0,32,1920000.0,48,41,112,111,69,110,offset,1.0,110.0,69.0,0.0,False
1,3,1,32,1920000.0,48,48,119,118,69,117,offset,1.0,117.0,69.0,0.0,False
1,4,1,32,1920000.0,48,62,133,123,60,122,offset,1.0,122.0,60.0,0.0,False
1,5,0,32,1920000.0,48,92,163,135,42,134,offset,1.0,134.0,42.0,0.0,False
1,6,0,32,1920000.0,48,100,171,137,36,136,offset,1.0,136.0,36.0,0.0,False
1,7,0,32,1920000.0,48,123,194,142,18,141,offset,1.0,141.0,18.0,0.0,False
1,8,0,32,1920000.0,48,134,205,147,12,146,offset,1.0,146.0,12.0,0.0,False
1,9,0,32,1920000.0,48,150,221,172,21,171,offset,1.0,171.0,21.0,0.0,False
1,10,0,32,1920000.0,48,159,230,172,12,171,offset,1.0,171.0,12.0,0.0,False
1,16,0,32,1920000.0,48,256,327,290,33,289,offset,1.0,289.0,33.0,0.0,False
1,17,0,32,1920000.0,48,273,344,340,66,339,offset,1.0,339.0,66.0,0.0,False
1,18,0,32,1920000.0,48,295,366,353,57,352,offset,1.0,352.0,57.0,0.0,False
1,19,0,32,1920000.0,48,307,378,374,66,373,offset,1.0,373.0,66.0,0.0,False
1,20,0,32,1920000.0,48,323,394,390,66,389,offset,1.0,389.0,66.0,0.0,False
1,21,0,32,1920000.0,48,335,406,393,57,392,offset,1.0,392.0,57.0,0.0,False
1,22,0,32,1920000.0,48,356,427,396,39,395,offset,1.0,395.0,39.0,0.0,False
1,23,0,32,1920000.0,48,373,444,398,24,397,offset,1.0,397.0,24.0,0.0,False
1,25,0,32,1920000.0,48,402,473,433,30,432,offset,1.0,432.0,30.0,0.0,False
1,26,0,32,1920000.0,48,421,492,434,12,433,offset,1.0,433.0,12.0,0.0,False
1,33,2,32,1920000.0,48,527,598,594,66,593,offset,1.0,593.0,66.0,0.0,False
1,34,2,32,1920000.0,48,549,620,592,42,591,offset,1.0,591.0,42.0,0.0,False
