episode,id,dc,pes,mi,runtime_steps,t_c,latest,s_f,kappa,t_release,reason,r_release,t_s,k,route_to_start_steps,stale
1,0,1,32,1920000.0,48,9,80,25,15,24,offset,1.0,24.0,15.0,0.0,False
1,1,0,32,1920000.0,48,29,100,42,12,41,offset,1.0,41.0,12.0,0.0,False
1,3,1,32,1920000.0,48,48,119,119,70,118,offset,1.0,118.0,70.0,0.0,False
1,4,2,32,1920000.0,48,62,133,133,70,132,offset,1.0,132.0,70.0,0.0,False
1,5,0,32,1920000.0,48,92,163,144,51,143,offset,1.0,143.0,51.0,0.0,False
1,6,1,32,1920000.0,48,100,171,167,66,166,offset,1.0,166.0,66.0,0.0,False
1,7,0,32,1920000.0,48,123,194,193,69,192,offset,1.0,192.0,69.0,0.0,False
1,8,0,32,1920000.0,48,134,205,195,60,194,offset,1.0,194.0,60.0,0.0,False
1,9,1,32,1920000.0,48,150,221,184,33,183,offset,1.0,183.0,33.0,0.0,False
1,10,0,32,1920000.0,48,159,230,202,42,201,offset,1.0,201.0,42.0,0.0,False
1,11,2,32,1920000.0,48,174,245,244,69,243,offset,1.0,243.0,69.0,0.0,False
1,12,1,32,1920000.0,48,201,272,272,70,271,offset,1.0,271.0,70.0,0.0,False
1,13,1,32,1920000.0,48,221,292,282,60,281,offset,1.0,281.0,60.0,0.0,False
1,14,0,32,1920000.0,48,227,298,298,70,297,offset,1.0,297.0,70.0,0.0,False
1,15,0,32,1920000.0,48,241,312,299,57,298,offset,1.0,298.0,57.0,0.0,False
1,16,0,32,1920000.0,48,256,327,327,70,326,offset,1.0,326.0,70.0,0.0,False
1,17,0,32,1920000.0,48,273,344,340,66,339,offset,1.0,339.0,66.0,0.0,False
1,18,0,32,1920000.0,48,295,366,344,48,343,offset,1.0,343.0,48.0,0.0,False
1,19,0,32,1920000.0,48,307,378,347,39,346,offset,1.0,346.0,39.0,0.0,False
1,20,0,32,1920000.0,48,323,394,390,66,389,offset,1.0,389.0,66.0,0.0,False
1,21,0,32,1920000.0,48,335,406,393,57,392,offset,1.0,392.0,57.0,0.0,False
1,22,0,32,1920000.0,48,356,427,393,36,392,offset,1.0,392.0,36.0,0.0,False
1,23,0,32,1920000.0,48,373,444,410,36,409,offset,1.0,409.0,36.0,0.0,False
1,24,0,32,1920000.0,48,397,468,410,12,409,offset,1.0,409.0,12.0,0.0,False
1,25,0,32,1920000.0,48,402,473,418,15,417,offset,1.0,417.0,15.0,0.0,False
1,29,0,32,1920000.0,48,473,544,522,48,521,offset,1.0,521.0,48.0,0.0,False
1,30,0,32,1920000.0,48,486,557,523,36,522,offset,1.0,522.0,36.0,0.0,False
1,31,0,32,1920000.0,48,504,575,523,18,522,offset,1.0,522.0,18.0,0.0,False
1,32,0,32,1920000.0,48,520,591,542,21,541,offset,1.0,541.0,21.0,0.0,False
1,33,0,32,1920000.0,48,527,598,588,60,587,offset,1.0,587.0,60.0,0.0,False
