green_waste_wh,green_used_wh,brown_used_wh,total_energy_wh,green_ratio,total_carbon_kg,carbon_intensity,total_cloudlets,remaining_cloudlets,routed_cloudlets,waste_ratio,completion_rate,completed_cloudlets,completion_time_dc_0,finished_dc_0,green_ratio_dc_0,completion_time_dc_1,finished_dc_1,green_ratio_dc_1,completion_time_dc_2,finished_dc_2,green_ratio_dc_2,completion_time_dc_3,finished_dc_3,green_ratio_dc_3,completion_time_dc_4,finished_dc_4,green_ratio_dc_4,completion_time_dc_5,finished_dc_5,green_ratio_dc_5,completion_time_dc_6,finished_dc_6,green_ratio_dc_6,completion_time_dc_7,finished_dc_7,green_ratio_dc_7,completion_time_dc_8,finished_dc_8,green_ratio_dc_8,completion_time_dc_9,finished_dc_9,green_ratio_dc_9,episode,episode_length
3328.1542332575823,1539.326546491417,1681.8195524120476,3221.146098903465,0.47788162946580753,0.8277501654891176,0.2569738037560291,14192,0,0,0.6837529276138621,1.0,14192,1316.256452208272,1808,0,1314.598924026665,1592,0,1198.8596736913748,1249,0,1175.755273157634,576,0,1325.984833801995,669,0,1496.7878385993229,1062,0,1278.246403310627,1500,0,1884.3741534567725,642,0,1773.0944431149524,506,0,1555.1355630465857,510,0,1,4000
