green_waste_wh,green_used_wh,brown_used_wh,total_energy_wh,green_ratio,total_carbon_kg,carbon_intensity,total_cloudlets,remaining_cloudlets,routed_cloudlets,total_created_cloudlets,total_finished_cloudlets,waste_ratio,routed_cloudlets_count,routed_rate,completion_rate,completion_time_dc_0,finished_dc_0,received_dc_0,green_ratio_dc_0,completion_time_dc_1,finished_dc_1,received_dc_1,green_ratio_dc_1,completion_time_dc_2,finished_dc_2,received_dc_2,green_ratio_dc_2,completion_time_dc_3,finished_dc_3,received_dc_3,green_ratio_dc_3,completion_time_dc_4,finished_dc_4,received_dc_4,green_ratio_dc_4,completion_time_dc_5,finished_dc_5,received_dc_5,green_ratio_dc_5,completion_time_dc_6,finished_dc_6,received_dc_6,green_ratio_dc_6,completion_time_dc_7,finished_dc_7,received_dc_7,green_ratio_dc_7,completion_time_dc_8,finished_dc_8,received_dc_8,green_ratio_dc_8,completion_time_dc_9,finished_dc_9,received_dc_9,green_ratio_dc_9,mean_completion_time,total_received_cloudlets,sum_finished_dc,finished_rate,carbon_per_finished_cloudlet,episode,episode_length
3315.500597665214,1551.980182083789,1702.6033020252266,3254.5834841090154,0.4768598469394199,0.838339921830012,0.25758746884918776,14827,0,0,14827,3776,0.6811533003806092,14827,1.0,1.0,2488.6153606681382,501,644,0.5124540796992086,2655.9411698477857,901,3227,0.637062343086222,2627.1164160970634,924,4472,0.43084302972659283,2267.7719745179284,147,167,0.02305475283432227,2214.582764757838,265,487,0.7474688218465653,2220.0451143706955,238,695,0.0800348346660123,2386.507305013478,477,1426,0.702568302542705,2294.8096993382314,131,2555,0.7056446844351479,2408.4798400000004,75,421,0.6937353656080413,2395.8581880341885,117,733,0.7664566854229011,2493.587912987607,14827,3776,0.2546705334862076,0.0002220179877727786,1,4000
