green_waste_wh,green_used_wh,brown_used_wh,total_energy_wh,green_ratio,total_carbon_kg,carbon_intensity,total_cloudlets,remaining_cloudlets,routed_cloudlets,deadline_forced_count,ontime_mi_share,total_finished_cloudlets,total_created_cloudlets,waste_ratio,routed_cloudlets_count,routed_rate,completion_rate,completion_rate_mi,carbon_per_completion_mi,completion_time_dc_0,finished_dc_0,received_dc_0,green_ratio_dc_0,completion_time_dc_1,finished_dc_1,received_dc_1,green_ratio_dc_1,completion_time_dc_2,finished_dc_2,received_dc_2,green_ratio_dc_2,completion_time_dc_3,finished_dc_3,received_dc_3,green_ratio_dc_3,completion_time_dc_4,finished_dc_4,received_dc_4,green_ratio_dc_4,mean_completion_time,total_received_cloudlets,sum_finished_dc,finished_rate,carbon_per_finished_cloudlet,ep_global_carbon_cap_count,defer_urgency_cost_sum,ep_global_carbon_max_ratio,ep_spatial_sample_count,ep_carbon_raw_kg_sum,ep_route_to_start_n,ep_spatial_term_sum,ep_carbon_norm_sample_count,ep_carbon_norm_sum,ep_carbon_norm_clip_count,ep_completion_term_sum,ep_carbon_level_term_sum,ep_route_to_start_p95_sec,ep_route_to_start_max_sec,ep_mask_route_count,ep_mask_routed_ids,ep_mask_routed_ids_sha,ep_mask_routed_ids_unknown,episode,episode_length,global_reward_sum,global_reward_discounted_sum,discount_gamma,local_reward_sum,global_defer_actions,global_route_actions,global_defer_action_rate,green_episode_offset_rows,global_decision_us_mean,global_decision_us_p50,global_decision_us_p95,global_decision_us_p99,global_decision_count,local_decision_us_mean,local_decision_us_p50,local_decision_us_p95,local_decision_us_p99,local_decision_count,episode_wall_s,peak_cpu_rss_mb,peak_gpu_mem_mb
182.15787409259255,24.05789629629642,20.23268148148148,44.2905777777779,0.5431831667900953,0.010356919703703678,0.23384024827285274,50,0,0,0,1.0,50,50,0.8833362926078485,50,1.0,1.0,0.9999999999999999,0.01035691970370368,269.00001730769225,13,13,0.9158596894545676,260.66667777777775,9,9,0.9400307161479449,313.1250125,8,8,0.850655723535328,353.71430714285714,7,7,0.0,269.7692557692307,13,13,0.0,286.62001799999996,50,50,1.0,0.00020713839407407355,0,0.0,0.9153133333333334,0,5.735228153310104,50,0.0,50,114.7045630662021,0,50.0,0.0,1.0,1.0,0,,e3b0c44298fc1c14,0,1,523,-156.8383940740739,-13.383769247347628,0.99,9.080228065335277,16,50,0.24242424242424243,34306,1784.1819617590822,1631.993,2486.421299999999,4631.995379999999,523,5.947134990439771,1.984,14.490299999999998,18.150800000000004,2615,22.247849542,1152.796875,0.0
