episode,id,dc,pes,mi,runtime_steps,t_c,latest,s_f,t_release,reason,r_release,t_s,k,route_to_start_steps,stale
1,1,2,32,1920000.0,48,29,100,100,80,green,1.0,80.0,51.0,0.0,False
1,2,1,32,1920000.0,48,41,112,112,42,green,1.0,42.0,1.0,0.0,False
1,4,0,32,1920000.0,48,62,133,133,63,green,1.0,63.0,1.0,0.0,False
1,5,0,32,1920000.0,48,92,163,163,132,green,1.0,132.0,40.0,0.0,False
1,6,0,32,1920000.0,48,100,171,171,133,green,1.0,133.0,33.0,0.0,False
1,7,1,32,1920000.0,48,123,194,194,124,green,1.0,124.0,1.0,0.0,False
1,8,0,32,1920000.0,48,134,205,205,150,green,1.0,150.0,16.0,0.0,False
1,9,0,32,1920000.0,48,150,221,221,183,green,1.0,183.0,33.0,0.0,False
1,10,0,32,1920000.0,48,159,230,230,192,green,1.0,192.0,33.0,0.0,False
1,11,0,32,1920000.0,48,174,245,245,197,green,1.0,197.0,23.0,0.0,False
1,12,0,32,1920000.0,48,201,272,272,223,green,1.0,223.0,22.0,0.0,False
1,13,0,32,1920000.0,48,221,292,292,289,green,1.0,289.0,68.0,0.0,False
1,14,0,32,1920000.0,48,227,298,298,290,green,1.0,290.0,63.0,0.0,False
1,19,0,32,1920000.0,48,307,378,378,321,green,1.0,321.0,14.0,0.0,False
1,34,0,32,1920000.0,48,549,620,620,550,green,1.0,550.0,1.0,0.0,False
