green_waste_wh,green_used_wh,brown_used_wh,total_energy_wh,green_ratio,total_carbon_kg,carbon_intensity,total_cloudlets,remaining_cloudlets,routed_cloudlets,deadline_forced_count,ontime_mi_share,total_finished_cloudlets,total_created_cloudlets,waste_ratio,routed_cloudlets_count,routed_rate,completion_rate,completion_rate_mi,carbon_per_completion_mi,completion_time_dc_0,finished_dc_0,received_dc_0,green_ratio_dc_0,completion_time_dc_1,finished_dc_1,received_dc_1,green_ratio_dc_1,completion_time_dc_2,finished_dc_2,received_dc_2,green_ratio_dc_2,completion_time_dc_3,finished_dc_3,received_dc_3,green_ratio_dc_3,completion_time_dc_4,finished_dc_4,received_dc_4,green_ratio_dc_4,mean_completion_time,total_received_cloudlets,sum_finished_dc,finished_rate,carbon_per_finished_cloudlet,ep_global_carbon_cap_count,defer_urgency_cost_sum,ep_global_carbon_max_ratio,ep_spatial_sample_count,ep_carbon_raw_kg_sum,ep_route_to_start_n,ep_opt_release_failed,ep_spatial_term_sum,ep_opt_created,ep_opt_release_unknown,ep_opt_released,ep_carbon_norm_sample_count,ep_carbon_norm_sum,ep_carbon_norm_clip_count,ep_completion_term_sum,ep_carbon_level_term_sum,ep_route_to_start_p95_sec,ep_opt_held_open,ep_route_to_start_max_sec,ep_mask_route_count,ep_mask_routed_ids,ep_mask_routed_ids_sha,ep_mask_routed_ids_unknown,ep_opt_refused,ep_opt_term_green,ep_opt_term_margin,ep_opt_routes_seen,ep_opt_release_nan,ep_opt_hold_refused,ep_opt_hold_masked,ep_opt_route_to_start_max_steps,ep_opt_start_unknown,ep_opt_stale,ep_opt_ledger_sha,option_ledger_path,causal_decisions,causal_unsolved,causal_fallback,causal_rung,causal_curve_signature,causal_truth_signature,causal_solve_wall_max_s,causal_solve_wall_sum_s,episode,episode_length,global_reward_sum,global_reward_discounted_sum,discount_gamma,local_reward_sum,global_defer_actions,global_route_actions,global_defer_action_rate,green_episode_offset_rows,global_decision_us_mean,global_decision_us_p50,global_decision_us_p95,global_decision_us_p99,global_decision_count,local_decision_us_mean,local_decision_us_p50,local_decision_us_p95,local_decision_us_p99,local_decision_count,episode_wall_s,peak_cpu_rss_mb,peak_gpu_mem_mb
182.0634392907408,27.103767592592657,3.525565740740741,30.6293333333334,0.8848957728732565,0.0020338205462962933,0.06640107129210415,35,0,0,0,1.0,35,35,0.8704205692830701,35,1.0,1.0,0.9999999999999998,0.0020338205462962938,415.29411764705884,17,17,0.8930103869193426,334.2307692307692,13,13,0.8592974434496374,382.8,5,5,0.9238855013550133,0.0,0,0,0.0,0.0,0,0,0.0,380.54285714285714,35,35,1.0,5.810915846560838e-05,0,0.0,0.45980722222222226,0,0.6116212065813533,35,0,0.0,35,0,35,35,12.232424131627063,0,35.0,0.0,0.0,0,0.0,0,,e3b0c44298fc1c14,0,0,0,35,0,0,0,0,0.0,0,0,c7036dd4438bf002,/home/joshua/rl-cloudsimplus-greenscheduling/g1/compressed_timecap_s2/stage_a_out/causal_v1/causal_shuffle_k4_option_ledger.csv,35,0,0,shuffle,5103c99bef3627f3,a8b02d68b261da4a,0.11631917953491211,3.8982887268066406,1,659,-5.3764109259259,-3.433545176320971,0.999,7.019131530672823,35,0,1.0,13223,15025.30781942337,26.26,232837.56200000006,317467.52885999996,659,2.9563678300455236,1.744,7.907999999999998,11.063399999999998,3295,31.321848609,1220.24609375,0.0
