green_waste_wh,green_used_wh,brown_used_wh,total_energy_wh,green_ratio,total_carbon_kg,carbon_intensity,total_cloudlets,remaining_cloudlets,routed_cloudlets,deadline_forced_count,ontime_mi_share,total_finished_cloudlets,total_created_cloudlets,waste_ratio,routed_cloudlets_count,routed_rate,completion_rate,completion_rate_mi,carbon_per_completion_mi,completion_time_dc_0,finished_dc_0,received_dc_0,green_ratio_dc_0,completion_time_dc_1,finished_dc_1,received_dc_1,green_ratio_dc_1,completion_time_dc_2,finished_dc_2,received_dc_2,green_ratio_dc_2,completion_time_dc_3,finished_dc_3,received_dc_3,green_ratio_dc_3,completion_time_dc_4,finished_dc_4,received_dc_4,green_ratio_dc_4,mean_completion_time,total_received_cloudlets,sum_finished_dc,finished_rate,carbon_per_finished_cloudlet,episode,episode_length,global_decision_us_mean,global_decision_us_p50,global_decision_us_p95,global_decision_us_p99,global_decision_count,local_decision_us_mean,local_decision_us_p50,local_decision_us_p95,local_decision_us_p99,local_decision_count,episode_wall_s,peak_cpu_rss_mb,peak_gpu_mem_mb
208.09165906129627,44.040258564814664,17.427441365740712,61.467699930555376,0.7164780626991121,0.0032613044988425892,0.053057207322335584,50,0,0,50,0.16,50,50,0.8253285066822741,50,1.0,1.0,1.0,0.0032613044988425892,460.29738108108114,37,37,0.6641091186812937,592.25001875,8,8,0.8761348929790036,446.40001,5,5,0.7835581429026112,0.0,0,0,0.0,0.0,0,0,0.0,480.020066,50,50,1.0,6.522608997685179e-05,1,833,0.8281092436974791,0.761,1.182,1.366599999999999,833,3.876923889555822,1.804,11.609999999999998,16.03115999999999,4165,39.154131297,889.76171875,0.0
