episode,id,dc,pes,mi,runtime_steps,t_c,latest,s_f,t_release,reason,r_release,t_s,k,route_to_start_steps,stale
1,1,1,32,1920000.0,48,29,100,100,30,green,1.0,30.0,1.0,0.0,False
1,2,0,32,1920000.0,48,41,112,112,44,green,1.0,44.0,3.0,0.0,False
1,15,0,32,1920000.0,48,241,312,312,242,green,1.0,242.0,1.0,0.0,False
1,16,0,32,1920000.0,48,256,327,327,257,green,1.0,257.0,1.0,0.0,False
1,17,0,32,1920000.0,48,273,344,344,274,green,1.0,274.0,1.0,0.0,False
1,25,0,32,1920000.0,48,402,473,473,445,green,1.0,445.0,43.0,0.0,False
1,30,0,32,1920000.0,48,486,557,557,487,green,1.0,487.0,1.0,0.0,False
1,31,0,32,1920000.0,48,504,575,575,505,green,1.0,505.0,1.0,0.0,False
1,32,0,32,1920000.0,48,520,591,591,521,green,1.0,521.0,1.0,0.0,False
1,33,0,32,1920000.0,48,527,598,598,528,green,1.0,528.0,1.0,0.0,False
1,34,0,32,1920000.0,48,549,620,620,550,green,1.0,550.0,1.0,0.0,False
