green_waste_wh,green_used_wh,brown_used_wh,total_energy_wh,green_ratio,total_carbon_kg,carbon_intensity,total_cloudlets,remaining_cloudlets,routed_cloudlets,deadline_forced_count,ontime_mi_share,total_finished_cloudlets,total_created_cloudlets,waste_ratio,routed_cloudlets_count,routed_rate,completion_rate,completion_rate_mi,carbon_per_completion_mi,completion_time_dc_0,finished_dc_0,received_dc_0,green_ratio_dc_0,completion_time_dc_1,finished_dc_1,received_dc_1,green_ratio_dc_1,completion_time_dc_2,finished_dc_2,received_dc_2,green_ratio_dc_2,completion_time_dc_3,finished_dc_3,received_dc_3,green_ratio_dc_3,completion_time_dc_4,finished_dc_4,received_dc_4,green_ratio_dc_4,mean_completion_time,total_received_cloudlets,sum_finished_dc,finished_rate,carbon_per_finished_cloudlet,ep_global_carbon_cap_count,defer_urgency_cost_sum,ep_global_carbon_max_ratio,ep_spatial_sample_count,ep_carbon_raw_kg_sum,ep_route_to_start_n,ep_opt_release_failed,ep_spatial_term_sum,ep_opt_created,ep_opt_release_unknown,ep_opt_released,ep_carbon_norm_sample_count,ep_carbon_norm_sum,ep_carbon_norm_clip_count,ep_completion_term_sum,ep_carbon_level_term_sum,ep_route_to_start_p95_sec,ep_opt_held_open,ep_route_to_start_max_sec,ep_mask_route_count,ep_mask_routed_ids,ep_mask_routed_ids_sha,ep_mask_routed_ids_unknown,episode,episode_length,global_reward_sum,global_reward_discounted_sum,discount_gamma,local_reward_sum,global_defer_actions,global_route_actions,global_defer_action_rate,green_episode_offset_rows,planner_info_source,planner_tail_model,planner_horizon_steps,planner_allow_defer,planner_reserves,planner_backstop_slack,planner_backstop_slack_steps,planner_timestep_sec,planner_row_seconds,planner_weather_origin_sec,planner_weather_warmup_rows,planner_static_total_w,planner_expected_cap,planner_clock0,planner_startup_row_shift,planner_rows_signature,planner_rows_7200,planner_rows_12000,planner_backstop_mode,planner_latest_start_eps,planner_cpu_util,planner_effective_mips,planner_decision_horizon,planner_n_plan,planner_n_dispatch,planner_n_defer,planner_n_fallback,planner_n_drain_pulled,planner_n_drain_dispatched,planner_n_drain_waited,planner_n_stale_dropped,planner_open_reservations,planner_active,planner_occ_max_over_cap,planner_drift_abs_max,planner_drift_abs_mean,planner_drift_step_max,planner_n_unplanned_start,planner_unplanned_start_ids,planner_unplanned_start_ids_sha,planner_n_wrong_dc,planner_n_running_unknown,planner_n_dispatched_never_started,planner_running_pes_over_cap,planner_cap_observed,planner_cap_config,global_decision_us_mean,global_decision_us_p50,global_decision_us_p95,global_decision_us_p99,global_decision_count,local_decision_us_mean,local_decision_us_p50,local_decision_us_p95,local_decision_us_p99,local_decision_count,episode_wall_s,peak_cpu_rss_mb,peak_gpu_mem_mb
31.709744080740734,18.97874515333334,11.652188180000001,30.63093333333334,0.6195940863702054,0.00601588154153334,0.19639889767859958,35,0,0,0,1.0,35,35,0.6255807691231139,35,1.0,1.0,0.9999999999999998,0.0060158815415333414,425.0344827586207,29,29,0.6422948837237131,141.25,4,4,0.5392229053994007,105.5,2,2,0.4510721920519986,0.0,0,0,0.0,0.0,0,0,0.0,374.34285714285716,35,35,1.0,0.00017188232975809541,0,0.0,0.6582153703703704,0,2.0727386995246806,35,0,0.0,0,0,0,35,41.45477399049361,0,35.0,0.0,1.0,0,1.0,16,11;13;15;16;18;19;21;22;24;25;27;28;30;31;33;34,7eeaa598a59a31f0,0,1,668,-85.01763083066685,-59.970179455796575,0.999,7.000786523655448,1693,19,0.9889018691588785,1839,persistence,climatology,144,1,0,0.0,0,1.0,1.0,0.0,0,0.0,640;512;640;512;192,1.0,1,51cee322e79addd1,0:1840-9039(7200);1:1858-9057(7200);2:1894-9093(7200),0:1840-13839(12000);1:1858-13857(12000);2:1894-13893(12000),latest_start,2,1.0,40000.0,0,19,19,1693,0,0,0,0,0,0,0,0.0,128.0,78.17964071856288,344,16,11;13;15;16;18;19;21;22;24;25;27;28;30;31;33;34,7eeaa598a59a31f0,0,16,0,0.0,640;512;640;512;192,640;512;640;512;192,309.7405748502994,358.5075,523.7516499999999,569.2356600000007,668,2.349400598802395,1.703,5.06,5.481,3340,21.666848907,1191.8359375,0.0
