green_waste_wh,green_used_wh,brown_used_wh,total_energy_wh,green_ratio,total_carbon_kg,carbon_intensity,total_cloudlets,remaining_cloudlets,routed_cloudlets,deadline_forced_count,ontime_mi_share,total_finished_cloudlets,total_created_cloudlets,waste_ratio,routed_cloudlets_count,routed_rate,completion_rate,completion_rate_mi,carbon_per_completion_mi,completion_time_dc_0,finished_dc_0,received_dc_0,green_ratio_dc_0,completion_time_dc_1,finished_dc_1,received_dc_1,green_ratio_dc_1,completion_time_dc_2,finished_dc_2,received_dc_2,green_ratio_dc_2,completion_time_dc_3,finished_dc_3,received_dc_3,green_ratio_dc_3,completion_time_dc_4,finished_dc_4,received_dc_4,green_ratio_dc_4,mean_completion_time,total_received_cloudlets,sum_finished_dc,finished_rate,carbon_per_finished_cloudlet,episode,episode_length,planner_info_source,planner_tail_model,planner_horizon_steps,planner_allow_defer,planner_reserves,planner_backstop_slack,planner_backstop_slack_steps,planner_timestep_sec,planner_row_seconds,planner_weather_origin_sec,planner_weather_warmup_rows,planner_static_total_w,planner_expected_cap,planner_clock0,planner_startup_row_shift,planner_rows_signature,planner_rows_7200,planner_rows_12000,planner_backstop_mode,planner_latest_start_eps,planner_cpu_util,planner_effective_mips,planner_decision_horizon,planner_n_plan,planner_n_dispatch,planner_n_defer,planner_n_fallback,planner_n_drain_pulled,planner_n_drain_dispatched,planner_n_drain_waited,planner_n_stale_dropped,planner_open_reservations,planner_active,planner_occ_max_over_cap,planner_drift_abs_max,planner_drift_abs_mean,planner_drift_step_max,planner_n_unplanned_start,planner_n_wrong_dc,planner_n_running_unknown,planner_n_dispatched_never_started,planner_running_pes_over_cap,planner_cap_observed,planner_cap_config,global_decision_us_mean,global_decision_us_p50,global_decision_us_p95,global_decision_us_p99,global_decision_count,local_decision_us_mean,local_decision_us_p50,local_decision_us_p95,local_decision_us_p99,local_decision_count,episode_wall_s,peak_cpu_rss_mb,peak_gpu_mem_mb
119.48207924907405,36.95505648148159,7.329954629629629,44.28501111111122,0.8344822673468739,0.004034527879629628,0.09110368900003178,50,0,0,0,1.0,50,50,0.7637705631153189,50,1.0,1.0,0.9999999999999999,0.004034527879629629,399.0000318965517,29,29,0.8526569970180559,549.8585875,14,14,0.7852058874813725,500.1428642857143,7,7,0.8573615721364317,0.0,0,0,0.0,0.0,0,0,0.0,455.400424,50,50,1.0,8.069055759259257e-05,1,876,persistence,climatology,144,1,0,0.0,0,1.0,1.0,0.0,0,0.0,640;512;640;512;192,1.0,1,39d5e204ee00a5b9,0:42379-49578(7200);1:42397-49596(7200);2:42433-49632(7200),0:42379-52558(10180);1:42397-52558(10162);2:42433-52558(10126),latest_start,2,1.0,40000.0,0,50,50,373,0,0,0,0,0,0,1,0.0,128.0,92.42009132420091,114,0,0,0,0,0.0,640;512;640;512;192,640;512;640;512;192,133.02639954337897,62.288,376.176,505.58775,876,2.7134246575342464,1.784,7.204,8.808890000000002,4380,25.072649984,873.9609375,0.0
